headline,date,doc_type,material_type,section,keywords
"The C.F.D.A. Awards Host, Choupette Makes Millions and Competitive Prom Dressing",2015-04-03,article,News,,"['Fashion and Apparel', 'Proms']"
The Look North Inuit Art Gallery in Red Hook for Arctic Sculpture,2015-04-03,article,News,,"['Restaurants', 'Bars and Nightclubs', 'Art', 'Bakeries and Baked Products']"
Steve DiBenedetto: ‘Mile High Psychiatry’,2015-04-02,article,Review,,['Art']
Reviewing Sound Bars: An Alternative to TV Home Theater Systems,2015-04-01,article,News,,"['Speakers (Audio)', 'Television Sets and Media Devices']"
Arizona Orders Doctors to Say Abortions With Drugs May Be Reversible,2015-04-01,article,News,,"['ABORTION', 'Law and Legislation']"
Paperback Row,2015-04-03,article,List,,['Books and Literature']
Won’t Get Fooled Again,2015-04-01,article,News,,['Crossword Puzzles']
Inquiry Finds ‘Excessive Force’ by U.N. Officers in Mali Killings,2015-04-02,article,News,,"['International Relations', 'Civilian Casualties', 'Ethics and Official Misconduct']"
"Pop, Rock & Cabaret Listings for April 3-9",2015-04-02,article,Schedule,,"['Music', 'Rock Music']"
"Purifying the Sea of PDF Data, Automatically",2015-04-03,article,News,,[]
Staten Island Ferry to Add More Early Morning Trips,2015-04-01,article,News,,['Ferries']
Rhode Island Settles Lawsuit on Union Pension Overhaul,2015-04-03,article,News,,"['Pensions and Retirement Plans', 'Government Employees']"
"In Colorado, Marijuana Taxes May Have to Be Passed Back",2015-04-01,article,News,,"['Marijuana', 'Sales and Excise Taxes', 'State Legislatures', 'Rebates and Refunds']"
Study Finds Mexican Troops Did Not Stem Drug-War Killings ,2015-04-03,article,News,,"['Drug Abuse and Traffic', 'Murders, Attempted Murders and Homicides']"
Jazz Listings for April 3-9,2015-04-02,article,Schedule,,"['Music', 'Jazz']"
"Indiana and Arkansas Revise Rights Bills, Seeking to Remove Divisive Parts",2015-04-02,article,News,,"['Discrimination', 'Homosexuality and Bisexuality', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'United States Politics and Government', 'Law and Legislation', 'State Legislatures']"
Agent Was Secretly Investigated During Silk Road Trial,2015-04-02,article,News,,['Black Markets']
"Hotter Baseball Ticket in New York Is to See the Mets, It Appears",2015-04-03,article,News,,"['Baseball', 'Prices (Fares, Fees and Rates)']"
Political Thunder Over the Iran Deal,2015-04-01,article,News,,"['Defense and Military Forces', 'Nuclear Weapons']"
Supporters of Detained Feminists in China Petition for Their Release,2015-04-01,article,News,,"['Sexual Harassment', 'Transit Systems', ""Women's Rights""]"
"Verbatim: Menendez Repeats, ‘I’m Not Going Anywhere’",2015-04-02,article,News,,[]
Making Religion the Problem,2015-04-02,article,News,,"['Christians and Christianity', 'Freedom of Religion', 'Mormons (Church of Jesus Christ of Latter-Day Saints)', 'Private and Sectarian Schools', 'Social Conditions and Trends']"
Ask Well: Statins and Your Sex Life,2015-04-03,article,News,,"['Sex', 'Statins (Cholesterol-Lowering Drugs)']"
UBS Shareholders to Vote for First Time on Executive and Board Pay,2015-04-01,article,News,,"['Executive Compensation', 'Bonuses', 'Boards of Directors']"
"A New, and Historic, Hike in Ireland",2015-04-03,article,News,,"['Bicycles and Bicycling', 'Hikes and Hiking', 'Travel and Vacations']"
"For Boehner, Visit to Israel Isn’t the Time to Speak Out",2015-04-01,article,News,,['United States Politics and Government']
Morning Agenda: HSBC Criticized Over Compliance,2015-04-02,article,News,,"['Banking and Financial Institutions', 'Securities and Commodities Violations', 'Venture Capital']"
How to Scrub Your Body Like a Man,2015-04-03,article,News,,"['Skin', 'Cosmetics and Toiletries', 'Men and Boys']"
Letters: ‘The Age of Acquiescence’,2015-04-02,article,Letter,,['Books and Literature']
Trucking and Rail Industries Turn State Troopers Into Unwitting Lobbyists,2015-04-01,article,News,,"['Railroads', 'Roads and Traffic', 'Trucks and Trucking', 'Police', 'Lobbying and Lobbyists', 'United States Politics and Government']"
Because It’s Friday,2015-04-03,article,News,,[]
"A New Exhibition Celebrates Le Corbusier, Through the Eyes of Those He Influenced",2015-04-01,article,News,,"['ARCHITECTURE', 'Art', 'Museums']"
New Faces on HBO’s ‘Game of Thrones’,2015-04-01,article,News,,['Television']
Dolce & Gabbana Earrings Fit for a Queen (Bee),2015-04-01,article,News,,"['Bees', 'Fashion and Apparel']"
"Muhammadu Buhari, a Familiar, and Now Less Divisive, Choice in Nigerian Election",2015-04-01,article,News,,"['Voting and Voters', 'Elections', 'Corruption (Institutional)']"
"Early Rodgers and Hart, an Album of New York City Blight, and Two Looks at Gentrification",2015-04-03,article,News,,"['Books and Literature', 'Historic Buildings and Sites']"
How I Came Out as Gray,2015-04-03,article,News,,"['Hair', 'Age, Chronological']"
A Base in Texas Is No Guarantee of Lone Star Status for Ted Cruz,2015-04-03,article,News,,"['Presidential Election of 2016', 'Tea Party Movement']"
"Finding a Home, and a Muse, at the Algonquin Hotel",2015-04-01,article,News,,"['Books and Literature', 'Hotels and Travel Lodgings']"
A Quick Point Guard’s Unconventional Path to UConn,2015-04-01,article,News,,"['Basketball (College)', 'Home Schooling', 'NCAA Basketball Championships (Women)']"
How to Avoid Death by Lightning,2015-04-03,article,News,,"['Lightning', 'Accidents and Safety']"
"Review: ‘ISIS: The State of Terror,’ by Jessica Stern and J. M. Berger, and ‘ISIS: Inside the Army of Terror,’ by Michael Weiss and Hassan Hassan",2015-04-02,article,Review,,['Books and Literature']
"Son of Iowa Governor Is Trailing Candidates, on Behalf of Ethanol",2015-04-03,article,News,,[]
"In Dubai, Swinging Clubs Under the Stars",2015-04-02,article,News,,"['Travel and Vacations', 'Golf']"
"As the Zamboni Idles, N.H.L. Ice Crews Do the Heavy Clearing",2015-04-02,article,News,,"['Ice', 'Hockey, Ice', 'Stadiums and Arenas']"
Should Grown Men Use Emoji?,2015-04-03,article,News,,"['Emojis and Emoticons', 'Text Messaging', 'Symbols', 'Men and Boys', 'Language and Languages']"
President Obama’s Letter to 22 Prisoners,2015-04-02,article,Editorial,,"['Amnesties, Commutations and Pardons', 'Sentences (Criminal)', 'Prisons and Prisoners', 'Editorials', 'Drug Abuse and Traffic']"
Surfer Kelly Slater Wades Into Fashion,2015-04-03,article,News,,"['Fashion and Apparel', 'Surfing', 'Men and Boys']"
Netanyahu Says Final Nuclear Deal Must Include Iran’s Recognition of Israel,2015-04-03,article,News,,['Nuclear Weapons']
The Shabab’s Horrifying Resurgence,2015-04-03,article,Op-Ed,,"['Terrorism', 'Muslims and Islam']"
"In Monaco, Alain Ducasse Gives His Favorite Restaurant a Massive Makeover",2015-04-02,article,News,,[]
Tate Britain Director to Move to Portuguese Museum,2015-04-01,article,News,,['Museums']
"Finding the Farce in Hitchcock, Again, ‘The 39 Steps’",2015-04-01,article,News,,['Theater']
"‘The Wisdom of Perversity,’ by Rafael Yglesias",2015-04-03,article,Review,,['Books and Literature']
"A Forbidden Relationship, From the Other Side of the World",2015-04-02,article,News,,"['Modern Love (Times Column)', 'Dating and Relationships']"
Concord Music Group Buys Vanguard and Sugar Hill,2015-04-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Music']"
Energy Company Samson Hints at Bankruptcy,2015-04-01,article,News,,"['Oil (Petroleum) and Gasoline', 'Mergers, Acquisitions and Divestitures', 'Bankruptcies']"
The Common Man’s Crown,2015-04-01,article,News,,"['Hats and Caps', 'Fashion and Apparel']"
Communing With Aliens,2015-04-03,article,Letter,,['Space and Astronomy']
Is Cubs’ Kris Bryant a Can’t-Miss Prospect? Fans Can’t Be Sure,2015-04-02,article,News,,"['Baseball', 'Minor Leagues', 'Statistics']"
N.I.T. Winners Seldom Follow Up With N.C.A.A. Tournament Success,2015-04-02,article,News,,"['Basketball (College)', 'National Invitation Tournament', 'NCAA Basketball Championships (Men)']"
Men’s Suits That Dance,2015-04-03,article,News,,[]
What We’re Reading,2015-04-03,article,News,,"['Athletics and Sports', 'Cheating', 'Computer and Video Games', 'Education (K-12)', 'Identification Devices', 'Newspapers', 'Suits and Litigation (Civil)', 'Tennis', 'Xbox (Video Game System)']"
Turkish Police Foil Attack on Police Station,2015-04-01,article,News,,"['Attacks on Police', 'Kidnapping and Hostages']"
Arizona’s Abortion Law ,2015-04-03,article,Letter,,[]
The Iran Nuclear Deal: What You Need to Know,2015-04-03,article,News,,"['Nuclear Weapons', 'United States International Relations', 'ARMS CONTROL AND LIMITATION AND DISARMAMENT']"
"In Four Loops, Marathon Conveys Palestinian Constraints",2015-04-01,article,News,,"['Palestinians', 'Marathon Running', 'Running']"
East Village Explosion Might Have Followed Attempt to Hide Gas Siphoning,2015-04-01,article,News,,"['East Village Explosion (March 2015)', 'Explosions (Accidental)']"
John D. States Dies at 89; Doctor Helped Create New York’s Seatbelt Law,2015-04-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Automobile Safety Features and Defects', 'Law and Legislation', 'Seatbelts']"
Juliette Binoche and Kristen Stewart in ‘Clouds of Sils Maria’,2015-04-02,article,News,,['Movies']
"In Bygone Days, Menendez Fought Graft, With Courage",2015-04-03,article,News,,"['Bribery and Kickbacks', 'Organized Crime', 'Corruption (Institutional)']"
How the Slave Trade Built America,2015-04-03,article,News,,"['Civil War (US) (1861-65)', 'Slavery (Historical)']"
Ideas for E.L.L.s | Teaching and Learning About Work and Careers,2015-04-01,article,News,,[]
James Wood Dies at 85; Revived A.&P. Supermarket Chain,2015-04-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Supermarkets and Grocery Stores']"
Geriatric Incarceration,2015-04-01,article,Letter,,"['Elderly', 'Prisons and Prisoners']"
A Skewed Electoral Field,2015-04-03,article,Letter,,"['Presidential Election of 2016', 'United States Politics and Government', 'Elections']"
"In a Short Time, Ted Cruz Has Raised Big Money From Small Donors",2015-04-02,article,News,,"['Presidential Election of 2016', 'Campaign Finance', 'United States Politics and Government']"
Opera & Classical Music Listings for April 3-9,2015-04-02,article,Schedule,,"['Opera', 'Classical Music', 'Music']"
Arab World Adjusts to Shift in U.S.-Iran Relations,2015-04-03,article,News,,"['Nuclear Weapons', 'United States International Relations', 'Sunni Muslims', 'Shiite Muslims']"
"At Christian Fashion Week, Modesty Is One Policy",2015-04-01,article,News,,"['Fashion and Apparel', 'Christians and Christianity', 'Fashion Shows']"
Stuff We Liked,2015-04-03,article,News,,"['Crime and Criminals', 'Comic Books and Strips']"
"Waiting on the Elio, a Three-Wheeled Dream Car of the Future",2015-04-03,article,News,,"['Automobiles', 'Innovation', 'ADVERTISING AND MARKETING', 'New York International Auto Show']"
S.E.C. Fires Warning Shot About Confidentiality Agreements,2015-04-02,article,News,,"['Whistle-Blowers', 'Securities and Commodities Violations', 'Fines (Penalties)']"
"1940: Army of 120,000 Starts Census",2015-04-01,article,News,,"['Census', 'Immigration and Emigration']"
"Liquidity Traps, Local and Global (Somewhat Wonkish)",2015-04-01,article,News,,[]
Dear Winter Coat: Goodbye and Good Riddance,2015-04-01,article,News,,"['Fashion and Apparel', 'Seasons and Months', 'Spring (Season)', 'Weather', 'Shopping and Retail', 'Coats and Jackets']"
Ted Cruz Takes a Jab at Rand Paul Over a Senate Vote,2015-04-02,article,News,,[]
A Promising Nuclear Deal With Iran,2015-04-03,article,Editorial,,"['Nuclear Weapons', 'Editorials', 'United States International Relations']"
"U.S. Economy Gained 126,000 Jobs in March, an Abrupt Slowdown in Hiring",2015-04-03,article,News,,"['United States Economy', 'Labor and Jobs', 'Unemployment']"
Comedy Listings for April 3-9,2015-04-02,article,Schedule,,['Comedy and Humor']
Tom Cotton: Opponents of Anti-Gay Law Need ‘Perspective’,2015-04-02,article,News,,"['Civil Rights and Liberties', 'Defense of Marriage Act (1996)', 'Discrimination', 'Freedom of Religion', 'Homosexuality and Bisexuality', 'Nuclear Weapons', 'United States Politics and Government']"
Somali Militants Kill 147 at Kenyan University,2015-04-02,article,News,,"['Terrorism', 'School Shootings and Armed Attacks', 'Colleges and Universities', 'Deaths (Fatalities)']"
The Editor Who Went to War,2015-04-01,article,News,,['Civil War (US) (1861-65)']
Gettys Again Made to Cope With Grief in Public Eye,2015-04-02,article,News,,['Deaths (Fatalities)']
Tech Leaders Call for Anti-Discrimination Laws to Protect Gays in all 50 States,2015-04-01,article,News,,"['Civil Rights and Liberties', 'Discrimination', 'Freedom of Religion', 'Homosexuality and Bisexuality', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Transgender and Transsexuals']"
"Q. and A.: Ha Jin on Patriotism, Exile and ‘A Map of Betrayal’",2015-04-03,article,News,,"['Books and Literature', 'Chinese-Americans', 'Immigration and Emigration', 'National Book Awards', 'Writing and Writers']"
Adam Crapser’s Bizarre Deportation Odyssey,2015-04-01,article,News,,"['Child Abuse and Neglect', 'ADOPTIONS', 'Deportation', 'Immigration and Emigration', 'Korean-Americans']"
"On World Autism Awareness Day, Gratitude — and a Wish List",2015-04-02,article,News,,"['Autism', 'Education (K-12)', 'Families and Family Life', 'Parenting', 'Special Education']"
"‘Eleanor Marx: A Life,’ by Rachel Holmes",2015-04-03,article,Review,,['Books and Literature']
Netflix Says ‘House of Cards’ to Return for 4th Season,2015-04-03,article,News,,"['Web-Original Programming', 'Television']"
Silicon Valley Bank Strengthens Its Roots,2015-04-01,article,News,,"['Entrepreneurship', 'Banking and Financial Institutions', 'Venture Capital', 'Computers and the Internet']"
"Review: ‘The Undeniable Sound of Right Now,’ a Lament for a Dying Rock Club",2015-04-03,article,Review,,['Theater']
The Beard Goes Technicolor,2015-04-01,article,News,,"['Beards and Mustaches', 'Hair', 'Men and Boys', 'Dyes and Dyestuffs']"
Poetry Pairing | ‘The Sun Rising’,2015-04-02,article,News,,[]
"Awaiting Iran News, Obama Delays Travel Plans",2015-04-02,article,News,,[]
"Review: A Writhing, Emotional Revival of Wagner’s ‘Tannhäuser’",2015-04-03,article,News,,['Opera']
Norway Reverts to Cold War Mode as Russian Air Patrols Spike,2015-04-01,article,News,,"['Military Bases and Installations', 'Military Aircraft', 'Defense and Military Forces']"
Theater Listings for April 3-9,2015-04-02,article,Schedule,,['Theater']
Lauren Bacall’s Eclectic Treasures Auctioned Off,2015-04-03,article,News,,"['Auctions', 'Movies']"
New York City Consumer Agency Investigating Four For-Profit Colleges,2015-04-02,article,News,,"['For-Profit Schools', 'Colleges and Universities', 'Dropouts', 'Student Loans', 'Graduation Rates']"
Making Herbal Supplements Safer,2015-04-01,article,Editorial,,"['Editorials', 'Labeling and Labels (Product)', 'Regulation and Deregulation of Industry', 'Product Tests', 'Dietary Supplements and Herbal Remedies']"
Ayaan Hirsi Ali’s ‘Heretic’,2015-04-01,article,Review,,"['Books and Literature', 'Muslims and Islam']"
"560,000-Acre Swath of Florida Land Going on the Market",2015-04-02,article,News,,"['Forests and Forestry', 'Real Estate (Commercial)', 'Land Use Policies']"
Mark Wahlberg to Help Produce Film on Boston Marathon Bombing,2015-04-01,article,News,,['Boston Marathon Bombings (2013)']
On Afghanistan: A Call for More Humanitarian Aid,2015-04-03,article,Letter,,"['Afghanistan War (2001-14)', 'International Relations']"
"‘ISIS: Inside the Army of Terror,’ and More",2015-04-01,article,Review,,"['Books and Literature', 'Terrorism']"
"Klaus Tschira, Business Software Trailblazer, Dies at 74 ",2015-04-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Software', 'Enterprise Computing']"
Test Yourself | The Explorers Club,2015-04-01,article,News,,[]
Lee Daniels Watches ‘Empire’ – and Talks Back to the Screen,2015-04-01,article,News,,"['Television', 'Fashion and Apparel']"
"Ronald Herron, Brooklyn Rapper Known as Ra Diggs, Gets 12 Life Prison Terms",2015-04-03,article,News,,"['Murders, Attempted Murders and Homicides']"
The Second Avenue Explosion Changed Tenants’ Lives in an Instant,2015-04-03,article,News,,"['Real Estate and Housing (Residential)', 'Explosions (Accidental)', 'Rent Control and Stabilization', 'East Village Explosion (March 2015)', 'Accidents and Safety']"
"New York City Ballet, Pointe by Pointe",2015-04-03,article,News,,[]
Students and Parents in the Dark,2015-04-02,article,Editorial,,"['For-Profit Schools', 'Student Loans', 'Colleges and Universities', 'Editorials']"
Federal Scrutiny of a Youth Immigration Program Alarms Advocates,2015-04-01,article,News,,"['Immigration and Emigration', 'Frauds and Swindling', 'Sikhs and Sikhism', 'Child Abuse and Neglect', 'Family Courts', 'Youth']"
"For Republicans, Weak Jobs Report Is a Welcome Target",2015-04-03,article,News,,"['Unemployment', 'United States Economy']"
"Eddie LeBaron, a Star in the N.F.L. at 5-Foot-7, Dies at 85",2015-04-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Football']"
‘Ready for Hillary’ Workers Are Ready to Join Campaign,2015-04-01,article,News,,['Presidential Election of 2016']
It’s Easy Being (Collard) Green,2015-04-03,article,News,,"['Collard Greens', 'Recipes']"
An Ex-Punk Mixes Drinks at Brooklyn’s Alameda Bistro,2015-04-03,article,News,,"['ALCOHOLIC BEVERAGES', 'Bars and Nightclubs', 'Gin (Liquor)', 'Cocktails', 'Bartenders']"
Air Pollution Takes Early Toll on Children,2015-04-02,article,News,,"['Attention Deficit Hyperactivity Disorder', 'Children and Childhood', 'Oil (Petroleum) and Gasoline', 'Pregnancy and Childbirth']"
British Challenger Bank Shawbrook Valued at $1 Billion in I.P.O.,2015-04-01,article,News,,"['Initial Public Offerings', 'Banking and Financial Institutions']"
An Easy Salmon Recipe for Weeknight Meals,2015-04-03,article,News,,"['Cooking and Cookbooks', 'ANCHOVIES', 'Salmon', 'Butter']"
"Sailor Lost at Sea Is Rescued, but Details of Ordeal Are Hazy  ",2015-04-03,article,News,,"['Maritime Accidents and Safety', 'Missing Persons', 'Sailboats and Sailing', 'Rescues']"
"After Wall Street Exit, Banker Finds the Right Fit for His Return",2015-04-03,article,News,,"['Appointments and Executive Changes', 'Jews and Judaism']"
Pillars of Holy Week Processions Put Teamwork and Brawn on Display,2015-04-01,article,News,,"['Easter and Holy Week', 'Parades']"
The Many Faces of Tatiana Maslany,2015-04-02,article,News,,"['Television', 'Women and Girls', 'ACTORS AND ACTRESSES']"
The New Job Numbers Show Just How Muddy the Economic Outlook Is,2015-04-03,article,News,,"['Labor and Jobs', 'United States Economy', 'Wages and Salaries', 'Consumer Behavior', 'Interest Rates', 'Unemployment']"
"Dortmund, Leading Derby Contender, Is Horse Discoverer’s Latest Star",2015-04-02,article,News,,['Horse Racing']
Carmen Cicero: ‘Early Works: 1970-1980s’,2015-04-02,article,Review,,['Art']
Museum & Gallery Listings for April 3-9,2015-04-02,article,Schedule,,"['Art', 'Museums']"
"Review: In ‘The Hand That Feeds,’ Workers Rise Up at a Hot & Crusty",2015-04-03,article,Review,,"['Movies', 'Documentary Films and Programs', 'Organized Labor']"
"Things to Do in New Jersey, April 5 to 11, 2015",2015-04-03,article,Schedule,,"['Art', 'Culture (Arts)']"
"Yukos Investors Settle With Rosneft, Russia’s State Oil Company",2015-04-01,article,News,,['Suits and Litigation (Civil)']
Outdoor Shakespeare Series Finds a New Place To Park,2015-04-03,article,News,,['Theater']
Lucy Lawless Brings a Defiant Edge to ‘Salem’,2015-04-01,article,News,,['Television']
European Commission Asks Companies to Go Public With Google Complaints,2015-04-02,article,News,,['Antitrust Laws and Competition Issues']
"Saturdays Sets up Shop, and Its First Cafe, in Osaka",2015-04-03,article,News,,[]
Two Women in Queens Are Charged With a Bomb Plot,2015-04-02,article,News,,"['Bombs and Explosives', 'Terrorism']"
U.N. Rights Chief Criticizes ‘Draconian’ Powers Given to Thai Military,2015-04-02,article,News,,"['Martial Law', 'Human Rights and Human Rights Violations', 'Search and Seizure', 'News and News Media']"
Clinton Said to Rent Brooklyn Space for Campaign Headquarters,2015-04-03,article,News,,"['Presidential Election of 2016', 'Real Estate (Commercial)']"
The State of Scott Walker ,2015-04-02,article,Letter,,"['Presidential Election of 2016', 'Budgets and Budgeting', 'United States Politics and Government']"
Chicago’s Odd Couple: Mayor Rahm Emanuel and a Billionaire Republican Investor,2015-04-03,article,News,,"['Campaign Finance', 'Elections, Mayors', 'High Net Worth Individuals']"
"Divorce Isn’t an Option, Until It Is the Only One",2015-04-03,article,News,,"['Divorce, Separations and Annulments', 'Weddings and Engagements']"
Sophie Turner and Maisie Williams Have Grown Up on ‘Game of Thrones’,2015-04-01,article,News,,"['Television', 'ACTORS AND ACTRESSES']"
When ‘Moneyball’ Meets Medicine,2015-04-02,article,News,,"['Medicine and Health', 'Statistics', 'Baseball', 'Deaths (Fatalities)', 'Disabilities', 'Paralysis']"
Today in Politics: Indiana Law Deepens Strain Between Republicans and Business,2015-04-02,article,News,,['Law and Legislation']
Why Does She Like Offensive Music? Try Asking,2015-04-02,article,News,,"['Customs, Etiquette and Manners']"
Bernanke Says Global Imbalances Bedevil the World Economy. Discuss.,2015-04-02,article,News,,"['Economic Conditions and Trends', 'Interest Rates', 'International Trade and World Market']"
"‘The Hunting Gun’ and ‘Life of a Counterfeiter,’ by Yasushi Inoue",2015-04-03,article,Review,,['Books and Literature']
EBay Begins Streaming Live Sotheby’s Auctions,2015-04-02,article,News,,"['Auctions', 'E-Commerce', 'Computers and the Internet']"
Iowa Operative Will Run Mike Huckabee Super PAC,2015-04-02,article,News,,['Political Action Committees']
"Review: ‘Wolf Hall,’ the Mini-Series, Unspools Its Power Plays on PBS",2015-04-02,article,Review,,['Television']
The Biggest Hit to Your Retirement Savings: Living Too Long,2015-04-03,article,News,,"['ANNUITIES', 'Insurance', 'Longevity', 'Pensions and Retirement Plans', 'Retirement']"
‘Scrapbooking’ Our Children Into Facebook,2015-04-01,article,News,,"['Babies and Infants', 'Computers and the Internet', 'Parenting']"
"If an Expert in Day Care Can’t Find a Good One, Can Anyone?",2015-04-01,article,News,,"['Child Care', 'Children and Childhood', 'Education (Pre-School)', 'Parenting']"
"‘Act of God,’ by Jill Ciment",2015-04-03,article,Review,,['Books and Literature']
"Indiana Governor, Feeling Backlash From Law’s Opponents, Promises a ‘Fix’",2015-04-01,article,News,,"['Freedom of Religion', 'Homosexuality and Bisexuality', 'Law and Legislation', 'Discrimination']"
"Honey, I Messed Up the Kitchen",2015-04-03,article,News,,"['Cooking and Cookbooks', 'Grilling (Cooking)', 'Food', 'Kitchens']"
"In Hollywood, A-List Talent Agencies Battle Over Departure of Agents",2015-04-03,article,News,,"['AGENTS (BUSINESS)', 'Suits and Litigation (Civil)']"
Winning Defense at the Spring Nationals,2015-04-01,article,News,,"['Bridge (Card Game)', 'Cards and Card Games']"
Using Patient Data to Democratize Medical Discovery,2015-04-02,article,News,,"['Electronic Health Records', 'Research']"
"April 1, 2015 — Pictures of the Day",2015-04-01,article,News,,['Photography']
Review: ‘Cheatin’ ’ Conjures a Lusty Film-Noir Dreamscape,2015-04-02,article,Review,,"['Movies', 'ANIMATED FILMS']"
"Miroslav Ondricek, Cinematographer for ‘Amadeus’ and ‘Ragtime,’ Dies at 80",2015-04-03,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Movies']"
F.B.I. Says Terrorist Was Killed in Botched January Raid in Philippines,2015-04-02,article,News,,"['Fugitives', 'Terrorism']"
ASAP Rocky to Take Part in Tribeca Film Festival Talk,2015-04-03,article,News,,['Tribeca Film Festival (NYC)']
Indiana Loses Its Game,2015-04-02,article,Op-Ed,,"['Discrimination', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Freedom of Religion', 'Law and Legislation', 'Homosexuality and Bisexuality']"
What Harvey Weinstein Learned in ‘Neverland’,2015-04-03,article,News,,"['Theater', 'Movies']"
"In ‘Felix & Meira,’ Luzer Twersky Revisits the Hasidic World He Left",2015-04-02,article,News,,"['Movies', 'Hasidism', 'Jews and Judaism']"
"Damion Hardy’s Murder Trial Begins, After 10 Years of Sanity Arguments",2015-04-02,article,News,,"['Murders, Attempted Murders and Homicides', 'Mental Health and Disorders']"
Senator Robert Menendez Indicted on Corruption Charges,2015-04-01,article,News,,['Bribery and Kickbacks']
Two Ailey Dancers to Leave for New Roles in St. Louis,2015-04-02,article,News,,['Dancing']
"Hotel Review: The Wild Rabbit in the Cotswolds, England",2015-04-01,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings', 'Restaurants']"
Wall Street and Silicon Valley Form an Uneasy Alliance,2015-04-01,article,News,,"['Banking and Financial Institutions', 'Entrepreneurship', 'Computers and the Internet', 'Venture Capital']"
‘Something About a Snake Brings Everybody Out’,2015-04-03,article,News,,['Snakes']
6 Q’s About the News | California Imposes First-Ever Water Restrictions to Deal With Drought,2015-04-02,article,News,,[]
"Come Out and Live, Shabab Told Kenya Students. It Was a Lie.",2015-04-03,article,News,,"['Colleges and Universities', 'Terrorism', 'School Shootings and Armed Attacks']"
When Heirs Fight Over Assets With Sentimental Value  ,2015-04-03,article,News,,"['Wills and Estates', 'Families and Family Life']"
"Review: ‘Cut Bank,’ Looking to Escape a Small Town and Its Eccentrics",2015-04-02,article,Review,,['Movies']
Breaking Free of Steakhouse Wine List Tradition,2015-04-02,article,News,,"['Restaurants', 'Wines']"
Iran’s Leaders Begin Tricky Task of Selling Nuclear Deal at Home,2015-04-03,article,News,,"['Nuclear Weapons', 'Embargoes and Sanctions', 'United States International Relations']"
Dance Listings for April 3-9,2015-04-02,article,Schedule,,['Dancing']
