headline,date,doc_type,material_type,section,keywords
Jewish Coalition Rejects Lobbying Group’s Bid to Join,2014-05-01,article,News,,"['Jews and Judaism', 'Lobbying and Lobbyists', 'United States International Relations']"
Loans That Avoid Banks? Maybe Not,2014-05-03,article,News,,"['Banking and Financial Institutions', 'Credit and Debt']"
"Teacher and Student Meet Again on the Ice, as Foes",2014-05-03,article,News,,"['Hockey, Ice', 'Playoff Games']"
Anatomy of a Scene: Video of ‘Belle’,2014-05-01,article,News,,['Movies']
Mets’ Young Game Manager Continues to Build a Rapport With His Pitchers,2014-05-03,article,News,,['Baseball']
Memos to Hollywood,2014-05-02,article,News,,['Movies']
Our Fifth Annual New York Times Summer Reading Contest,2014-05-01,article,News,,[]
Fair-Housing Collision in Westchester,2014-05-02,article,Editorial,,"['Segregation and Desegregation', 'Race and Ethnicity', 'Editorials', 'Real Estate and Housing (Residential)', 'Discrimination', 'Blacks', 'Black People']"
First U.S. Case of MERS Virus Is Found in Indiana Man Who Visited Mideast,2014-05-02,article,News,,['MERS (Middle East Respiratory Syndrome)']
Job Crushing or Lifesaving?,2014-05-01,article,Op-Ed,,"['Regulation and Deregulation of Industry', 'United States Politics and Government', 'Smoking and Tobacco', 'Automobile Safety Features and Defects']"
Death Stalks Muslims as Myanmar Cuts Off Aid,2014-05-03,article,News,,"['Rohingya (Ethnic Group)', 'Minorities', 'Humanitarian Aid']"
"Unto the Next Generation, Cinematically",2014-05-01,article,News,,"['Movies', 'Books and Literature']"
Gardening for Climate Change,2014-05-03,article,Op-Ed,,"['Gardens and Gardening', 'Flowers and Plants', 'Global Warming', 'Weather']"
Queens New Music Festival to Offer Eclectic Works,2014-05-01,article,News,,"['Classical Music', 'Music']"
Upper East Side Rowhouse Growth Spurt,2014-05-02,article,News,,"['Real Estate and Housing (Residential)', 'Brownstones', 'ARCHITECTURE', 'Historic Buildings and Sites']"
The Flavor of a Family Business,2014-05-03,article,Question,,"['Family Business', 'Careers and Professions', 'Ice Cream and Frozen Desserts', 'Labor and Jobs']"
Fast Company Wins Magazine of the Year,2014-05-02,article,News,,"['Magazines', 'Awards, Decorations and Honors']"
"So Far, U.S. Sanctions Over Ukraine May Be Inflicting Only Limited Pain on Russia",2014-05-02,article,News,,"['Embargoes and Sanctions', 'Ruble (Currency)', 'United States International Relations', 'Economic Conditions and Trends', 'Stocks and Bonds', 'European Sovereign Debt Crisis (2010- )']"
"Subversive, but Colorfully So",2014-05-02,article,Question,,"['Art', 'Museums', 'Collectors and Collections']"
"‘No Hope’ for Those Buried by Mudslide, Afghanistan Official Says",2014-05-03,article,News,,"['Landslides and Mudslides', 'Humanitarian Aid']"
Teachers Question Pay-for-Performance Element in Proposed Contract,2014-05-03,article,News,,"['Education (K-12)', 'Teachers and School Employees', 'Wages and Salaries', 'Motivation and Incentive Programs', 'Organized Labor']"
Think Like a Doctor: 18-Year Rash Solved!,2014-05-02,article,News,,"['ALLERGIES', 'Hands', 'Medicine and Health', 'Skin', 'Sunlight', 'Ultraviolet Light']"
"A Piano Great Is Back, Singing a Gusty Blues",2014-05-01,article,News,,"['Jazz', 'Music']"
A New Benefit for Heart Failure Patients,2014-05-02,article,News,,"['Elder Care', 'Heart', 'Medicare', 'Therapy and Rehabilitation']"
V.A. Hospital Officials in Phoenix Are Placed on Leave,2014-05-02,article,News,,"['Veterans', 'Hospitals']"
Simplicity in the Midst of Complexity,2014-05-02,article,Review,,['Dancing']
20 Are Held and Curfew Is Imposed After Attacks on Muslims in India,2014-05-03,article,News,,"['Bodos (Ethnic Group)', 'Muslims and Islam', 'Murders and Attempted Murders']"
Super Rugby Has Its Eye on Asia,2014-05-02,article,News,,['Rugby (Game)']
Drink Your Greens,2014-05-02,article,News,,"['Cooking and Cookbooks', 'Recipes']"
"A Ghost Town, Going Green",2014-05-01,article,News,,"['Alternative and Renewable Energy', 'Global Warming', 'Solar Energy', 'Wind Power', 'Communes']"
A Timely Call for Bike Trails,2014-05-01,article,News,,['Bicycles and Bicycling']
Consider It a Sequel to a Hit From the ’90s,2014-05-02,article,Review,,['Automobiles']
"A Heinous Crime, Secret Histories and a Sinn Fein Leader’s Arrest",2014-05-02,article,News,,"['Murders and Attempted Murders', 'ACADEMIC FREEDOM', 'Colleges and Universities']"
Teacher Accord Gives City a Map for Other Deals,2014-05-01,article,News,,"['Teachers and School Employees', 'Organized Labor', 'Education (K-12)']"
"In Estate Planning, Family Isn’t Always First",2014-05-02,article,News,,"['Wills and Estates', 'Philanthropy', 'Age, Chronological']"
Italian Confidence Undimmed by Statistics,2014-05-02,article,News,,"['European Sovereign Debt Crisis (2010- )', 'Economic Conditions and Trends']"
"Events in Westchester for May 4-10, 2014",2014-05-02,article,Schedule,,['Culture (Arts)']
"Six Seconds of Loopy Creativity, and Millions of Fans",2014-05-03,article,News,,"['Mobile Applications', 'Social Media', 'Video Recordings, Downloads and Streaming']"
"Torch Solo, Then Jammy Time",2014-05-02,article,News,,"['Music', 'Theater']"
Tony Awards Video: ‘If I Weren’t in Show Business …’,2014-05-02,article,News,,[]
Low-Down-Payment Loans,2014-05-01,article,News,,"['Mortgages', 'Real Estate and Housing (Residential)']"
Inside the List,2014-05-02,article,News,,['Books and Literature']
R.B.S. Profit Triples on Lower Loan Charges and One-Time Gains,2014-05-02,article,News,,"['Banking and Financial Institutions', 'Bonuses', 'Company Reports', 'Stocks and Bonds']"
End Corporate Taxation,2014-05-03,article,Op-Ed,,"['Corporate Taxes', 'Relocation of Business', 'United States Economy', 'Tax Shelters']"
"Behind the Masks in Ukraine, Many Faces of Rebellion",2014-05-03,article,News,,[]
"Hunger Striker Ends Fast, but Not Fight, Against Nuclear Power in Taiwan",2014-05-01,article,News,,"['Hunger Strikes', 'Japan Earthquake and Tsunami (2011)', 'Nuclear Energy']"
The Race to Beat ‘Best Before’,2014-05-03,article,News,,['Bakeries and Baked Products']
New York Today: Waterlogged,2014-05-01,article,News,,[]
Keeping It on the Road,2014-05-02,article,News,,['Automobiles']
A Teachers’ Contract for New York,2014-05-02,article,Editorial,,"['Teachers and School Employees', 'Organized Labor', 'Education (K-12)', 'Editorials']"
Why Religious Literacy Is Important in Our Culture,2014-05-02,article,Letter,,"['Religion and Belief', 'Bible']"
Gomorrah by the Bay,2014-05-02,article,Review,,['Books and Literature']
A Penis With a Mind of Its Own,2014-05-01,article,Review,,['Movies']
The Jobs Report Isn’t as Good as It Looks,2014-05-02,article,News,,"['Labor and Jobs', 'United States Economy', 'Unemployment', 'Wages and Salaries']"
Putin Demands That Ukraine Pull Its Troops From Southeast,2014-05-01,article,News,,"['International Relations', 'Espionage and Intelligence Services', 'Defense and Military Forces', 'Helicopters']"
"From Childhood to a Soccer Career, Much Has Stayed the Same",2014-05-01,article,News,,['Soccer']
"Hey, Evildoers, Here’s Webbing in Your Eye",2014-05-01,article,Review,,['Movies']
Doctors in the Death Chamber,2014-05-01,article,News,,[]
A Fraud Case Offers a Cautionary Tale of Finance,2014-05-02,article,News,,"['Frauds and Swindling', 'Credit and Debt']"
Groggy Yankees Lean on Tanaka Until Their Offense Ends Its Slumber,2014-05-03,article,News,,['Baseball']
Explosion at Florida Jail Kills 2 Inmates,2014-05-01,article,News,,"['Explosions', 'Prisons and Prisoners']"
"A Voice of Dissent in Egypt Is Muffled, but Not Silent",2014-05-02,article,News,,"['News and News Media', 'Comedy and Humor']"
Letters: ‘Plato at the Googleplex’,2014-05-01,article,News,,['Books and Literature']
The Best Way to Organize Bookshelves?,2014-05-01,article,News,,['Books and Literature']
Walter R. Walsh Dies at 106; Terrorized Gangsters and Targets,2014-05-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Olympic Games (2012)', 'United States Defense and Military Forces', 'World War II (1939-45)', 'Organized Crime']"
Shanghai Laments Loss of TV Show in Local Dialect,2014-05-02,article,News,,"['Chinese Language', 'Language and Languages', 'Television']"
This Weekend: A ‘Delightful’ and ‘Deadly’ Musical,2014-05-01,article,News,,[]
Media Slant: A Question of Cause and Effect,2014-05-03,article,News,,"['Newspapers', 'Research', 'Liberalism (US Politics)', 'Conservatism (US Politics)', 'Politics and Government', 'News and News Media', 'United States Politics and Government']"
Love Story,2014-05-02,article,Op-Ed,,"['Love (Emotion)', 'Writing and Writers', 'Books and Literature', 'Social Conditions and Trends']"
42 and 45 Overpower 44,2014-05-03,article,Op-Ed,,"['Presidential Election of 2016', 'United States Politics and Government']"
A Dinner Among Survivors of the Financial Crisis,2014-05-01,article,News,,"['Banking and Financial Institutions', 'Philanthropy']"
A Whole New Chapter for a Writing Pitcher,2014-05-03,article,News,,['Baseball']
Kid Getting Into Treble,2014-05-03,article,News,,['Crossword Puzzles']
"Winning Lottery Numbers for May 1, 2014",2014-05-02,article,List,,['Lotteries']
"Militants Kill 11 in Northeastern India, Police Say",2014-05-02,article,News,,"['Bodos (Ethnic Group)', 'Muslims and Islam']"
"Winning Lottery Numbers for May 2, 2014",2014-05-03,article,List,,['Lotteries']
"Photos: There’s Always the Kentucky Derby, in Good Times and Bad",2014-05-01,article,News,,"['Horse Racing', 'Kentucky Derby']"
Turkish Protesters Defy Government’s May Day Ban,2014-05-01,article,News,,"['Demonstrations, Protests, and Riots', 'May Day']"
Timeline Describes Frantic Scene at Oklahoma Execution,2014-05-01,article,News,,['Capital Punishment']
Clear Rules Eyed on Church Sex Abuse,2014-05-03,article,News,,"['Sex Crimes', 'Priests', 'Child Abuse and Neglect']"
"Three-Drug Protocol Persists for Lethal Injections, Despite Ease of Using One",2014-05-02,article,News,,"['Capital Punishment', 'Prisons and Prisoners', 'Sodium Thiopental', 'Sedatives', 'Drugs (Pharmaceuticals)']"
An Apocalyptic Vision Unfurled,2014-05-03,article,Review,,['Theater']
"Nan Rosenthal, Curator Who Championed Modern Art, Dies at 76",2014-05-01,article,Obituary (Obit),,"['Art', 'Museums', 'Deaths (Obituaries)']"
Advice for Parents Touring Colleges: Don’t Talk,2014-05-02,article,News,,"['ADMISSIONS STANDARDS', 'Colleges and Universities', 'Parenting']"
Spare Times for Children for May 2-8,2014-05-01,article,Schedule,,"['Culture (Arts)', 'Children and Childhood']"
Seattle Mayor Details Plan for $15 Minimum Wage,2014-05-02,article,News,,['Minimum Wage']
Looking for a Welcome in the American Melting Pot,2014-05-01,article,Review,,['Movies']
How the Poll Was Conducted,2014-05-02,article,News,,"['Polls and Public Opinion', 'Basketball']"
Safety Sometimes Prevails Over Accuracy in Calling the First Out of a Double Play,2014-05-03,article,News,,"['Baseball', 'Officiating (Sports)', 'Instant Replay (Sports)']"
A Former Chief Minister Turns on the Heat in Amritsar,2014-05-01,article,News,,"['Elections', 'Politics and Government', 'Voting and Voters']"
Image of the Day: May 1,2014-05-01,article,News,,[]
Merck Said to Be Near Closing Deal With Bayer,2014-05-01,article,News,,"['Drugs (Pharmaceuticals)', 'Mergers, Acquisitions and Divestitures']"
A Long and Questionable Record in Sales,2014-05-02,article,News,,"['Prisons and Prisoners', 'Robberies and Thefts']"
The Eye Has to Travel,2014-05-02,article,News,,['Fashion and Apparel']
"K.K.R. Seeks to Attract Investments as Small as $10,000",2014-05-01,article,News,,"['Private Equity', 'Regulation and Deregulation of Industry']"
Are You My Father?,2014-05-02,article,Review,,['Books and Literature']
At Least 3 Die in Collapse of Gold Mine,2014-05-02,article,News,,"['Mines and Mining', 'Accidents and Safety', 'Deaths (Fatalities)', 'Gold']"
"If These Walls Could Speak, They’d Say Her Name",2014-05-01,article,News,,"['ART DECO', 'Art']"
A Principled Warrior,2014-05-02,article,Review,,"['Books and Literature', 'Presidents and Presidency (US)']"
"Ferdinand and Imelda, Back on the Disco Floor",2014-05-02,article,Review,,"['Theater', 'Music']"
No Choice but to Protest and Take Pictures,2014-05-01,article,News,,"['Nineteen Hundred Sixties', 'Photography']"
"Shredded, Sliced and Covered Up",2014-05-03,article,News,,"['Art', 'Classified Information and State Secrets']"
Nasty Rivalries Spice Playoffs’ Second Round,2014-05-01,article,News,,"['Hockey, Ice', 'Playoff Games']"
"Connecticut Allows Medical Marijuana, but Sellers Encounter Hurdles ",2014-05-01,article,News,,"['Medical Marijuana', 'Law and Legislation']"
Wheelies: The Police Truck Edition,2014-05-01,article,News,,"['Automobiles', 'Trucks and Trucking']"
English Class With Mr. Roth,2014-05-03,article,Op-Ed,,"['Writing and Writers', 'Books and Literature']"
"For McIlroy, a Sudden Transformation From Prodigy to Role Model",2014-05-01,article,News,,['Golf']
Can You Afford Your Medicine? Doctors Don’t Ask,2014-05-01,article,News,,"['Doctors', 'Health Insurance and Managed Care', 'Medicine and Health']"
Falling Behind in N.H.L. Playoffs Is No Reason to Lose Hope,2014-05-03,article,News,,"['Hockey, Ice', 'Playoff Games']"
"In Surveillance Debate, White House Turns Its Focus to Silicon Valley",2014-05-03,article,News Analysis,,"['Data-Mining and Database Marketing', 'Surveillance of Citizens by Government', 'Computers and the Internet', 'Privacy', 'Regulation and Deregulation of Industry', 'Wiretapping and Other Eavesdropping Devices and Methods']"
"Out of Japan, Rising",2014-05-01,article,News,,['Movies']
"As Netflix Resists, Most Firms Just Try to Befriend Comcast",2014-05-02,article,News,,"['Computers and the Internet', 'Mergers, Acquisitions and Divestitures', 'DVD (Digital Versatile Disc)', 'Cable Television']"
When Sources Set the Ground Rules,2014-05-03,article,Op-Ed,,"['News and News Media', 'News Sources, Confidential Status of', 'Public Editor (Times Column)']"
Condoleezza Rice Backs Out of Rutgers Speech After Student Protests,2014-05-03,article,News,,"['Commencement Speeches', 'Colleges and Universities']"
Revisiting Familial Territory,2014-05-01,article,Review,,['Movies']
"Out of Print, if Not Off Clock",2014-05-03,article,News,,"['Draft and Recruitment (Sports)', 'Football']"
Tips for Choosing Care for an Aging or Ailing Family Member,2014-05-02,article,News,,"['Elderly', 'Home Health Care', 'Nursing Homes']"
"For Florida Grapefruit, One Blow After Another",2014-05-03,article,News,,"['Grapefruit', 'Agriculture and Farming']"
Hundreds in Albuquerque Voice Distrust of the Police,2014-05-01,article,News,,"['Police Brutality, Misconduct and Shootings', 'Demonstrations, Protests, and Riots', 'Deaths (Fatalities)', 'Homeless Persons', 'Police']"
North Korea: Activity at a Missile Site,2014-05-02,article,Brief,,"['Satellites', 'Nuclear Weapons', 'Missiles and Missile Defense Systems']"
Bill Cunningham | Seasoned,2014-05-02,article,News,,"['Fashion and Apparel', 'Spring (Season)']"
Developer’s Killing Said to Be Unplanned,2014-05-02,article,News,,"['Murders and Attempted Murders', 'Kidnapping']"
Does ‘Sperm Donor’ Mean ‘Dad’?,2014-05-02,article,News,,"['ARTIFICIAL INSEMINATION', 'Families and Family Life', 'Law and Legislation', 'Parenting', 'Child Custody and Support', 'In Vitro Fertilization']"
Celebrating Sainthood and Witnessing Barbarity,2014-05-03,article,Op-Ed,,"['Capital Punishment', 'Beatifications and Canonizations']"
More Pickup Buyers Opt for V6s,2014-05-02,article,News,,"['Automobiles', 'Trucks and Trucking']"
"Seasonal Dishes, and Romance, in a Castle",2014-05-03,article,Review,,"['Restaurants', 'Palaces and Castles']"
N.Y.U. Law School Trustee Whose Company Subpoenaed Students Is Stepping Down,2014-05-02,article,News,,"['Law Schools', 'Colleges and Universities']"
"Yin and Yang, Now Breathing as One",2014-05-01,article,News,,"['Dancing', 'Music']"
Subject of an Eerie Rural Legend,2014-05-01,article,News,,['Crossword Puzzles']
"In Golf Digest’s Bid for Younger Readers, It’s Less Faldo, More Fallon",2014-05-01,article,News,,"['Golf', 'Magazines']"
Video: The Ford Fiesta ST Is a Party on Wheels,2014-05-02,article,News,,['Automobiles']
"Test Yourself | Editing Practice, May 2, 2014",2014-05-02,article,News,,[]
Poetry Pairing | ‘Sweeping the States’,2014-05-01,article,News,,[]
How Not to Be Misled by the Jobs Report,2014-05-01,article,News,,"['Labor and Jobs', 'United States Economy', 'Unemployment', 'Stocks and Bonds']"
Candidate for President in Egypt Tempers His Expectations,2014-05-01,article,News,,['Elections']
Countdown to 2014 World Cup in Brazil: Day 42,2014-05-01,article,News,,"['World Cup 2014 (Soccer)', 'Soccer']"
China Upends the Global Economy,2014-05-03,article,Op-Ed,,['Economic Conditions and Trends']
The Education of a Public Man,2014-05-02,article,News,,"['Politics and Government', 'Jazz', 'Books and Literature']"
"With Security Tight, Iraqis Cast Votes in Unaccustomed Peace",2014-05-01,article,News,,"['Elections', 'Terrorism']"
Family Photos of Feral Felines,2014-05-02,article,News,,"['Cats', 'Photography']"
New Faces Bringing the Heat in Summer Movies,2014-05-02,article,News,,['Movies']
Nissan Tests Self-Cleaning Car,2014-05-02,article,News,,['Automobiles']
"With Yankees Seeking More From Staff, Kuroda Offers More of the Same",2014-05-02,article,News,,['Baseball']
Open-Source Software Specialist Selected as Executive Director of Wikipedia,2014-05-02,article,News,,"['Computers and the Internet', 'Appointments and Executive Changes']"
N.A.A.C.P. Scrutinizes Branch Over Honor for Clippers Owner,2014-05-01,article,News,,"['Blacks', 'Black People', 'Basketball']"
Former Auteur in Love With Outrage,2014-05-01,article,Review,,['Art']
Embrace of Atheism Put an Indonesian in Prison,2014-05-03,article,News,,"['Atheism', 'Muslims and Islam']"
From the Letters Editor: Meet the Regulars,2014-05-02,article,News,,['Letters']
Archie Isn’t Dead. He’s Free. (For One Day.),2014-05-01,article,News,,"['Comic Books and Strips', 'Books and Literature']"
West Village ‘Farmhouse’,2014-05-02,article,News,,"['Real Estate and Housing (Residential)', 'Historic Buildings and Sites']"
Our Lonely Home in Nature,2014-05-03,article,Op-Ed,,"['Environment', 'Weather', 'Global Warming']"
Game 7s Abound in the First Round of N.B.A. Playoffs,2014-05-03,article,News,,"['Playoff Games', 'Basketball']"
"Kids Need More Structured Playtime, Not Less",2014-05-01,article,News,,"['Children and Childhood', 'Exercise', 'Parenting', 'Playgrounds']"
Where a Desk Just Gets in the Way,2014-05-03,article,List,,['Workplace Environment']
Rainer Ganahl: ‘El Mundo’,2014-05-01,article,Review,,['Art']
Derby Dawns for Two Sons Seeking Win Fathers Missed,2014-05-03,article,News,,"['Horse Racing', 'Kentucky Derby', 'Jockeys, Drivers and Trainers']"
"Mets and Yankees Have Identical Records, if Not Identical Expectations",2014-05-01,article,News,,['Baseball']
‘Bring Back Our Girls’,2014-05-03,article,Op-Ed,,"['Women and Girls', 'Kidnapping']"
Suspenseful Last Note for a Tribute to Britten,2014-05-02,article,Review,,"['Music', 'Classical Music']"
Warriors Hold Off Clippers to Force Game 7,2014-05-02,article,News,,['Basketball']
In Our Pages: May 3,2014-05-02,article,News,,"['Demonstrations, Protests and Riots', 'Refugees and Displaced Persons', 'Spanish Civil War (1936-39)']"
Broderick and Lane Heading Back to Broadway Together,2014-05-01,article,News,,['Theater']
Your Evening Briefing,2014-05-01,article,News,,[]
Penguins Discuss Line Strategy and Tiring Out the Rangers,2014-05-02,article,News,,"['Hockey, Ice']"
At Least One Killed as Blasts Hit Indian Train Station,2014-05-01,article,News,,"['Explosions', 'Railroad Accidents and Safety']"
Edgar Awards Handed Out for Top Mystery Works,2014-05-02,article,News,,['Books and Literature']
"At Princeton, Privilege Is: (a) Commonplace, (b) Misunderstood or (c) Frowned Upon",2014-05-03,article,News,,"['Discrimination', 'Race and Ethnicity', 'Colleges and Universities']"
Berkshire Hathaway’s 2014 Shareholder Meeting,2014-05-03,article,News,,[]
Fairways From the Air,2014-05-03,article,News,,"['Golf', 'AIRSHIPS', 'Television', 'News and News Media']"
Defining an Online Phenomenon: Virtuoso or a Wedding Band Star?,2014-05-02,article,News,,"['Music', 'Classical Music']"
A Group Show in TriBeCa Explores Black Identity Today,2014-05-01,article,News,,[]
Bursting the Democrats’ Midterm-Turnout Bubble,2014-05-01,article,News,,"['Elections, Senate', 'United States Politics and Government', 'Voting and Voters']"
"The Future Is So Dark, Pack a Lamp",2014-05-01,article,Review,,['Movies']
Healing Sought (Bring Your Own Magic),2014-05-01,article,News,,"['Child Abuse and Neglect', 'Sex Crimes', 'Love (Emotion)', 'Dating and Relationships', 'Modern Love (Times Column)']"
Little Recourse for Sterling,2014-05-02,article,Question,,"['Basketball', 'Blacks', 'Black People']"
"As New Shipping Rules Are Studied, Another Oil Train Derails",2014-05-01,article,News,,"['Regulation and Deregulation of Industry', 'Oil (Petroleum) and Gasoline', 'Railroad Accidents and Safety', 'Oil Spills']"
"Mr. Poe, Over Here! Do ‘Raven’",2014-05-01,article,Review,,['Theater']
An African Safari for Families,2014-05-02,article,News,,"['Safaris', 'Travel and Vacations']"
Jazz Listings for May 2-8,2014-05-01,article,Schedule,,"['Music', 'Jazz']"
Singing an Ode to the Naked City,2014-05-02,article,News,,['Movies']
"Sinn Fein Leader’s Time in Jail Is Extended, as Party Sees Political Motives by Police",2014-05-02,article,News,,"['Terrorism', 'Murders and Attempted Murders']"
On the Market in the Region,2014-05-02,article,News,,['Real Estate and Housing (Residential)']
Netanyahu Plans to Promote Legislation on Jewish State Designation,2014-05-01,article,News,,"['Palestinians', 'Jews and Judaism', 'United States International Relations']"
New Inquiry Sought on Benghazi Attack,2014-05-02,article,News,,"['Diplomatic Service, Embassies and Consulates', 'United States Politics and Government', 'Benghazi Attack (2012)']"
Pfizer Looks for a Quick Strike on AstraZeneca,2014-05-01,article,News,,[]
Lizzy Plapinger of MS MR: The Melody Maker,2014-05-02,article,News,,"['Music', 'Coachella Valley Music and Arts Festival']"
Beyond the Damaged Brain,2014-05-03,article,Op-Ed,,"['Psychology and Psychologists', 'Memory', 'AMNESIA', 'Brain']"
"As Pressure Reaches a Peak, So Does Lundqvist",2014-05-01,article,News,,"['Hockey, Ice', 'Playoff Games']"
"New ‘Princess Diaries’ Books Coming, for Older and Younger Readers",2014-05-02,article,News,,['Books and Literature']
Vatican Dialogue: ‘Man is a Technical Giant and an Ethical Child’,2014-05-02,article,News,,"['Birth Control and Family Planning', 'International Relations', 'Millennium Development Goals', 'Population', 'Science and Technology', 'Sociology', 'Sustainable Living']"
To the Manner Born?,2014-05-01,article,Review,,['Movies']
"Online, a Censored Reaction to Urumqi Bombing",2014-05-01,article,News,,"['Terrorism', 'Uighurs (Chinese Ethnic Group)']"
South Sudan May Receive Peacekeepers From Africa,2014-05-01,article,News,,[]
An Innocent Awakened,2014-05-01,article,Review,,['Movies']
Word of the Day | incarnation,2014-05-02,article,News,,[]
Hangups of the Heterodox (Vaguely Wonkish),2014-05-01,article,News,,[]
Black Tie? How About Black Mouse Ears?,2014-05-02,article,News,,"['Weddings and Engagements', 'Fashion and Apparel']"
The Jobs Number Is Actually Four Numbers,2014-05-02,article,News,,"['Labor and Jobs', 'United States Economy']"
Dance Listings for May 2-8,2014-05-01,article,Schedule,,['Dancing']
BG Aims to Speed Up Deals to Bring Its Riches to Market,2014-05-01,article,News,,"['Oil (Petroleum) and Gasoline', 'Offshore Drilling and Exploration', 'Natural Gas']"
"2 Law Students Get a Lesson on the First Amendment, Complete With Subpoenas",2014-05-01,article,News,,"['Labor and Jobs', 'Law Schools', 'Organized Labor', 'First Amendment (US Constitution)', 'Freedom of Speech and Expression', 'Colleges and Universities', 'Strikes']"
Shelter From the Storm,2014-05-02,article,News,,[]
Where the Password Is Deco,2014-05-01,article,News,,"['ART DECO', 'Bars and Nightclubs', 'Restoration and Renovation', 'Nineteen Hundred Twenties', 'Interior Design and Furnishings', 'Restaurants', 'Art', 'Design']"
One Woman’s Wish List Against Street Harassment,2014-05-01,article,News,,['Sexual Harassment']
"Nicholas Martin, 75, Stage Director in New York and New England, Dies",2014-05-03,article,Obituary (Obit),,"['Theater', 'Deaths (Obituaries)']"
Countdown to the 2014 World Cup in Brazil: Day 40,2014-05-03,article,News,,['World Cup 2014 (Soccer)']
