headline,date,doc_type,material_type,section,keywords
"Woody Vasulka, Whose Video Art Extended Boundaries, Dies at 82",2020-01-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Art', 'Video Recordings, Downloads and Streaming']"
"Iraq, Carlos Ghosn, Tumbleweeds: Your Thursday Evening Briefing",2020-01-02,article,briefing,,[]
How a Voice of Female Gen X Anxiety Spends Her Sundays,2020-01-03,article,News,,"['Writing and Writers', 'Women and Girls', 'Books and Literature']"
He’s Not ‘Mayor Pete’ Anymore: Buttigieg’s Successor Is Sworn In,2020-01-01,article,News,,"['Presidential Election of 2020', 'Elections, Mayors', 'United States Politics and Government']"
7 of Our Top Stories From 2019,2020-01-02,article,briefing,,"['Delivery Services', 'Immigration and Emigration', 'Flea Markets', 'Holocaust and the Nazi Era', 'Homeless Persons']"
House Hunting in Spain: A Historic Estate For Under $2 Million,2020-01-01,article,News,,['Real Estate and Housing (Residential)']
Why Is America So Depressed?,2020-01-02,article,Op-Ed,,"['Mental Health and Disorders', 'Anxiety and Stress', 'Depression (Mental)', 'United States Politics and Government']"
"For Trump, a Risky Gamble to Deter Iran",2020-01-03,article,News Analysis,,"['United States International Relations', 'United States Defense and Military Forces', 'Targeted Killings']"
How to Make Friends Online the Old-Fashioned Way (Buying Clothes Together),2020-01-02,article,News,,"['Fashion and Apparel', 'Social Media', 'Dresses', 'Computers and the Internet', 'Women and Girls', 'Shopping and Retail', 'your-feed-fashion']"
A Tech Insider Stylishly Chronicles Her Industry’s ‘Uncanny Valley’,2020-01-03,article,Review,,"['Books and Literature', 'Computers and the Internet', 'Start-ups', 'Workplace Environment']"
‘Ghost Stories’ Review: Bollywood Aims for Frights,2020-01-02,article,Review,,['Movies']
"The Best of Japanese Dining and Design, Under One Parisian Roof",2020-01-02,article,News,,"['Japanese Food (Cuisine)', 'Restaurants', 'Tea', 'ARCHITECTURE', 'Interior Design and Furnishings']"
"100 Years Ago, the Booziest January Suddenly Dried Up",2020-01-01,article,News,,"['Prohibition Era (1920-1933)', 'ALCOHOLIC BEVERAGES', 'Nineteen Hundred Twenties', 'Cocktails and Mixed Drinks']"
Leader of Right-Wing Border Militia Pleads Guilty to Federal Gun Charge,2020-01-03,article,News,,"['Illegal Immigration', 'Gun Control', 'Firearms', 'Fringe Groups and Movements', 'Immigration and Emigration']"
"Denying a Professor Tenure, Harvard Sparks a Debate Over Ethnic Studies",2020-01-02,article,News,,"['Colleges and Universities', 'Tenure', 'Hispanic-Americans', 'Demonstrations, Protests and Riots', 'ADMISSIONS STANDARDS', 'AFFIRMATIVE ACTION', 'Race and Ethnicity', 'Hiring and Promotion', 'Minorities']"
"How to Be Healthy, in Just 48 Words",2020-01-03,article,Op-Ed,,"['Diet and Nutrition', 'Exercise', 'Weight', 'Cooking and Cookbooks', 'Calories', 'Preventive Medicine', 'Vaccination and Immunization', 'Sleep', 'Smoking and Tobacco']"
U.S. and Iran Exchange More Threats as Democrats Question Timing of Strike,2020-01-03,article,News,,"['Defense and Military Forces', 'United States International Relations', 'United States Defense and Military Forces', 'Targeted Killings', 'Impeachment']"
"Israel Lauds Suleimani Assassination, Though With Caution",2020-01-03,article,News,,"['Defense and Military Forces', 'Politics and Government', 'Targeted Killings', 'Assassinations and Attempted Assassinations']"
Word + Quiz: subsume,2020-01-02,article,News,,[]
"With Partial Flavor Ban, Trump Splits the Difference on Vaping",2020-01-02,article,News,,"['E-Cigarettes', 'Recalls and Bans of Products', 'Teenagers and Adolescence', 'Smoking and Tobacco', 'Menthol', 'Lobbying and Lobbyists', 'Regulation and Deregulation of Industry', 'United States Politics and Government', 'your-feed-healthcare']"
Medicine in the Middle Ages,2020-01-03,article,News,,['Books and Literature']
"Baghdad, Indonesia, Australia: Your Thursday Briefing",2020-01-02,article,briefing,,[]
"The Work Diary of Anna Bond, Whose Work Includes … Making Diaries",2020-01-01,article,News,,"['Design', 'Workplace Environment']"
Headless Body in Cave Is Identified as 1916 Ax Murder Suspect,2020-01-03,article,News,,"['Forensic Science', 'Genealogy', 'Mummies and Mummification', 'DNA (Deoxyribonucleic Acid)', 'Caves and Caverns']"
"David Stern, Transformative N.B.A. Commissioner, Dies at 77",2020-01-01,article,Obituary (Obit),,"['Basketball', 'Deaths (Obituaries)', 'NBA Championship']"
This Soup Has Salad Aspirations,2020-01-03,article,News,,"['Cooking and Cookbooks', 'Vegetables', 'Soups', 'Spinach']"
Qassim Suleimani’s Killing Will Unleash Chaos,2020-01-03,article,Op-Ed,,"['United States International Relations', 'Politics and Government', 'Defense and Military Forces', 'Nuclear Weapons', 'Terrorism', 'Targeted Killings']"
U.S. Strike Against Iran Rattles Markets,2020-01-03,article,News,,[]
How Have Australia’s Wildfires Affected You?,2020-01-03,article,News,,['Wildfires']
"Iraq, Methodist Church, Oscars: Your Friday Evening Briefing",2020-01-03,article,briefing,,[]
Texas Judge Rules That Hospital Can Take Baby Off Life Support,2020-01-02,article,News,,"['Life-Sustaining Support Systems, Withdrawal Of', 'Hospitals', 'Decisions and Verdicts']"
"New Year, New Recipes",2020-01-01,article,News,,['Cooking and Cookbooks']
"In Rose Bowl Victory Over Wisconsin, Oregon Shows Rebuild Needs Work",2020-01-02,article,News,,"['Football (College)', 'Rose Bowl (Football Game)', 'Bowl Games']"
There Will Be Blood. And It Will Be in Your Face.,2020-01-01,article,News,,"['Anxiety and Stress', 'Shyness', 'Mental Health and Disorders', 'Women and Girls', 'your-feed-selfcare', 'your-feed-work']"
Mustang From Famed ‘Bullitt’ Car Chase Heads to Auction,2020-01-02,article,News,,"['Automobiles', 'Antique and Classic Cars', 'Auctions']"
F.D.A. Plans to Ban Most E-Cigarette Flavors but Menthol,2020-01-01,article,News,,"['E-Cigarettes', 'Recalls and Bans of Products', 'Menthol', 'Nicotine', 'Teenagers and Adolescence', 'Regulation and Deregulation of Industry', 'Smoking and Tobacco', 'Lobbying and Lobbyists', 'United States Politics and Government', 'your-feed-healthcare']"
A Séance Relies on Illusion. So Does Theater.,2020-01-02,article,Review,,['Theater']
Shock Waves From American Airstrikes in Iraq May Have Just Begun,2020-01-01,article,Editorial,,"['Demonstrations, Protests and Riots', 'United States International Relations', 'United States Defense and Military Forces', 'Defense and Military Forces', 'Embargoes and Sanctions']"
Mario Balotelli’s Italian Homecoming,2020-01-02,article,News,,['Soccer']
Trying to Keep Up With Grandma’s Love Life,2020-01-03,article,News,,"['Love (Emotion)', 'Marriages']"
"It Looks Like Health Insurance, but It’s Not. ‘Just Trust God,’ Buyers Are Told.",2020-01-02,article,News,,"['Health Insurance and Managed Care', 'Christians and Christianity', 'Nonprofit Organizations', 'Religion-State Relations', 'Regulation and Deregulation of Industry', 'Patient Protection and Affordable Care Act (2010)', 'United States Politics and Government', 'your-feed-healthcare']"
A ‘Sir’ With Blue-Collar Roots: Britain’s Labour Race Has an Unlikely Leader,2020-01-02,article,News,,"['Great Britain Withdrawal from EU (Brexit)', 'Politics and Government']"
Can You Talk Your Way Out of a Life Sentence?,2020-01-01,article,News,,"['Prisons and Prisoners', 'Probation and Parole', 'Gangs', 'Sentences (Criminal)']"
Taron Egerton Tries to Keep ‘Rocketman’ Performance in Orbit,2020-01-02,article,News,,"['Movies', 'ACTORS AND ACTRESSES', 'Academy Awards (Oscars)']"
"Impeachment Impasse Deepens in Senate, Leaving Trump’s Trial in Doubt",2020-01-03,article,News,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Constitution (US)', 'Impeachment']"
"U.S. Strike in Iraq Kills Qassim Suleimani, Commander of Iranian Forces",2020-01-03,article,News,,"['Defense and Military Forces', 'United States International Relations', 'United States Defense and Military Forces', 'Targeted Killings', 'Drones (Pilotless Planes)']"
‘It’s Going to Be a Blast Furnace’: Australia Fires Intensify,2020-01-02,article,News,,"['Wildfires', 'Evacuations and Evacuees', 'Politics and Government']"
Why the Fires in Australia Are So Bad,2020-01-01,article,News,,"['Fires and Firefighters', 'Wildfires', 'Global Warming']"
Pompeo Cancels Ukraine Trip Amid Protests at Embassy in Iraq,2020-01-01,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States International Relations', 'Demonstrations, Protests and Riots', 'Diplomatic Service, Embassies and Consulates']"
Johnson & Johnson Sued Over Baby Powder by New Mexico,2020-01-03,article,News,,"['Drugs (Pharmaceuticals)', 'Hazardous and Toxic Substances', 'Suits and Litigation (Civil)']"
Elizabeth Warren Isn’t Talking Much About ‘Medicare for All’ Anymore,2020-01-01,article,News,,"['Presidential Election of 2020', 'Health Insurance and Managed Care', 'Primaries and Caucuses']"
N.H.L. Takeaways at the Season’s Midpoint,2020-01-02,article,News,,"['Hockey, Ice']"
Don Larsen Became an Unlikely Legend in 9 Perfect Innings,2020-01-02,article,News,,"['Baseball', 'World Series']"
How Did Carlos Ghosn Flee Japan?,2020-01-02,article,News,,[]
The Week in Tech: Our Hidden Gems of 2019,2020-01-03,article,News,,"['Data-Mining and Database Marketing', 'Freelancing, Self-Employment and Independent Contracting', 'Computers and the Internet']"
"Bedminster, N.J.: Horses, Golf and Presidential Visits",2020-01-01,article,News,,['Real Estate and Housing (Residential)']
"Phil Roe, Tennessee Republican, Announces Retirement From Congress",2020-01-03,article,News,,"['United States Politics and Government', 'Veterans', 'Presidential Election of 2020', 'September 11 (2001)']"
Is There a Risk of Wider War With Iran?,2020-01-03,article,News,,"['Defense and Military Forces', 'United States International Relations', 'United States Defense and Military Forces', 'United States Politics and Government', 'Targeted Killings']"
No More Excuses Not to Exercise,2020-01-01,article,News,,"['Exercise', 'New Year', 'Leisure', 'Television', 'Time']"
"Flying Lanterns Probably Caused Zoo Fire in Germany, Police Say",2020-01-01,article,News,,"['Fires and Firefighters', 'Zoos', 'Monkeys and Apes', 'Accidents and Safety']"
‘Advocate’ Review: Defending More Than Just Her Clients,2020-01-02,article,Review,,"['Documentary Films and Programs', 'Palestinians', 'Crime and Criminals', 'Legal Profession']"
‘The New Pope’ Looks a Lot Like John Malkovich,2020-01-03,article,News,,['Television']
Why Did One-Quarter of the World’s Pigs Die in a Year?,2020-01-02,article,Op-Ed,,"['Pigs', 'Agriculture and Farming', 'Pork', 'Livestock Diseases', 'Slaughterhouses', 'Politics and Government', 'AFRICAN SWINE FEVER', 'SARS (Severe Acute Respiratory Syndrome)', 'Epidemics']"
Adam Driver Has Put Everything He’s Got Onscreen,2020-01-01,article,News,,"['Movies', 'ACTORS AND ACTRESSES', 'Gotham Independent Film Awards', 'Academy Awards (Oscars)']"
D.N.C. Tells Pollsters to Do More Polls,2020-01-03,article,News,,"['Polls and Public Opinion', 'Debates (Political)', 'Presidential Election of 2020']"
Joaquin Phoenix: His Talent Is His Face,2020-01-02,article,News,,"['Movies', 'Academy Awards (Oscars)']"
"After Embassy Attack, U.S. Is Prepared to Pre-emptively Strike Militias in Iraq",2020-01-02,article,News,,"['United States Defense and Military Forces', 'Diplomatic Service, Embassies and Consulates']"
New Art Museum Adds to Sarasota’s Cultural Heritage,2020-01-02,article,News,,"['Art', 'Museums']"
Every Moment With My Son Is an Act of Creation,2020-01-01,article,Op-Ed,,"['Writing and Writers', 'Children and Childhood', 'Parenting', 'Vietnamese-Americans', 'Creativity', 'Families and Family Life']"
‘The Grudge’ Review: A Curse That Can’t Be Lifted,2020-01-03,article,Review,,['Movies']
Rachel Feinstein Unveils the Darker Side of Fantasyland,2020-01-02,article,News,,"['Art', 'Sculpture', 'Fashion and Apparel', 'Museums', 'Women and Girls']"
"Iran, Carlos Ghosn, Australia: Your Friday Briefing",2020-01-03,article,briefing,,[]
They Once Were Attacked for Their Cash. Now It’s Their E-Bikes.,2020-01-03,article,News,,"['Robberies and Thefts', 'Delivery Services', 'Restaurants', 'Bicycles and Bicycling', 'Motorcycles, Motor Bikes and Motorscooters']"
"Qassim Suleimani, Master of Iran’s Intrigue, Built a Shiite Axis of Power in Mideast",2020-01-03,article,Obituary (Obit),,"['Targeted Killings', 'Terrorism', 'Defense and Military Forces', 'Iraq War (2003-11)', 'Shiite Muslims', 'Espionage and Intelligence Services', 'Deaths (Obituaries)']"
"Fed Signaled Patience as Risks Calmed, but Low Inflation Remains a Concern",2020-01-03,article,News,,['Interest Rates']
Believe in Giannis Antetokounmpo. But the Milwaukee Bucks?,2020-01-03,article,News,,['Basketball']
The President and the Publisher,2020-01-02,article,News,,"['Freedom of the Press', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government']"
Which Subway Seat Is Best? Your Answer Is Obviously Wrong,2020-01-02,article,News,,"['Subways', 'Transit Systems']"
These Armenian Flatbreads Stuffed With Greens Are the Perfect Snack,2020-01-01,article,News,,"['Cooking and Cookbooks', 'Recipes']"
"Don’t Drink and Drive, Republican Leader Said. Then He Was Arrested.",2020-01-01,article,News,,"['State Legislatures', 'Drunken and Reckless Driving', 'Tests (Sobriety)', 'New Year']"
Why Are You Publicly Sharing Your Child’s DNA Information?,2020-01-03,article,Op-Ed,,"['Children and Childhood', 'Genetics and Heredity', 'DNA (Deoxyribonucleic Acid)', 'Privacy', 'Parenting']"
A Deadly Year on N.Y.C. Streets,2020-01-03,article,briefing,,"['Traffic Accidents and Safety', 'Bicycles and Bicycling', 'Deaths (Fatalities)']"
‘Nowhere Else to Go’: Some Defy Warnings to Flee Australian Fires,2020-01-03,article,News,,"['Wildfires', 'Evacuations and Evacuees', 'Fires and Firefighters']"
"As India Violence Gets Worse, Police Are Accused of Abusing Muslims",2020-01-02,article,News,,"['Muslims and Islam', 'Discrimination', 'Police Brutality, Misconduct and Shootings', 'Demonstrations, Protests and Riots', 'Citizenship and Naturalization', 'Hinduism', 'Politics and Government']"
Bolsonaro Doesn’t Deserve the Nickname ‘Trump of the Tropics.’ (Not Even That!),2020-01-03,article,Op-Ed,,"['Comedy and Humor', 'Christians and Christianity']"
Protect Veterans From Fraud,2020-01-01,article,Editorial,,"['Veterans', 'For-Profit Schools', 'Financial Aid (Education)', 'Frauds and Swindling', 'Colleges and Universities']"
‘Gut Feelings’ Are Driving the Markets,2020-01-02,article,News,,"['Stocks and Bonds', 'United States Economy', 'United States Politics and Government']"
Will There Be a Draft? Young People Worry After Military Strike,2020-01-03,article,News,,"['Draft and Recruitment (Military)', 'United States Defense and Military Forces', 'United States Politics and Government', 'Men and Boys']"
The Case for a One-Term Joe,2020-01-03,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government']"
Poem: The Far Norway Maples,2020-01-01,article,News,,['Poetry and Poets']
Thanks for the Piece of Plastic?,2020-01-02,article,News,,"['Customs, Etiquette and Manners']"
What’s Going On in This Graph? | Internet Privacy Policies,2020-01-02,article,News,,[]
Love Letter: A Divorced Couple Remarries,2020-01-03,article,News,,"['Marriages', 'Modern Love (Times Column)', 'Love (Emotion)']"
Quadrantids Meteor Shower 2020: Watch It Peak in Night Skies,2020-01-03,article,News,,"['Meteors and Meteorites', 'Solar System', 'Space and Astronomy', 'Comets', 'Seasons and Months']"
Office Treats Bring Out the Worst of Humanity,2020-01-03,article,News,,"['Work-Life Balance', 'Careers and Professions', 'your-feed-selfcare', 'Workplace Environment']"
The Lesson of an Albanian Earthquake: The Balkans Aren’t Ready for the Big One,2020-01-01,article,News,,"['Earthquakes', 'Accidents and Safety', 'Buildings (Structures)', 'Engineering and Engineers']"
8 Things to Do With Your Kids in N.Y.C. This Weekend,2020-01-02,article,News,,['Children and Childhood']
"Vaughan Oliver, 62, Dies; His Designs Gave Indie Rock ‘Physical Dimension’",2020-01-03,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Art', 'Design', 'Pop and Rock Music']"
Netanyahu Seeks Immunity From Israeli Corruption Charges,2020-01-01,article,News,,"['Corruption (Institutional)', 'Immunity from Prosecution', 'Politics and Government', 'Elections']"
Review: Arthur Miller’s Dying ‘Salesman’ Is Reborn in London,2020-01-02,article,Review,,['Theater']
Teenagers in The Times: December 2019,2020-01-02,article,News,,[]
"Syd Mead, 86, Maker of Future Worlds in ‘Blade Runner’ and More, Dies",2020-01-03,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Movies', 'Design', 'Art', 'Automobiles']"
Kevin Spacey Accuser’s Estate Drops Sexual Assault Lawsuit,2020-01-01,article,News,,"['Sexual Harassment', 'Suits and Litigation (Civil)', 'Movies', '#MeToo Movement', 'Television', 'ACTORS AND ACTRESSES', 'Massage', 'Sex Crimes', 'Academy Awards (Oscars)', 'Golden Globes (Awards)', 'Tony Awards (Theater Awards)']"
‘West Side Story’: How We Covered the Classic N.Y.C. Musical,2020-01-02,article,News,,['Theater']
"Carlos Ghosn Flirted With Hollywood, Then Delivered a Plot Twist",2020-01-02,article,News,,"['Automobiles', 'Fugitives', 'Securities and Commodities Violations']"
China Moves to Steady Its Slowing Economic Growth,2020-01-01,article,News,,"['Economic Conditions and Trends', 'Politics and Government', 'International Trade and World Market', 'Production']"
"Hong Kong Considers the Future: ‘If You Can Afford It, Leave’",2020-01-03,article,News,,"['Hong Kong Protests (2019)', 'Politics and Government', 'Economic Conditions and Trends', 'Labor and Jobs']"
So You Want to Join Your Co-op Board?,2020-01-03,article,News,,"['Real Estate and Housing (Residential)', 'Cooperatives', 'Boards of Directors']"
Carlos Ghosn Was Aided in Flight From Japan by Former Green Beret,2020-01-03,article,News,,"['Cameras', 'Fugitives']"
Head Spinning,2020-01-03,article,News,,[]
"‘Don’t Believe a Word,’ a Look at Language and Power (and Why Dolphins Have Accents)",2020-01-01,article,Review,,"['Books and Literature', 'Language and Languages']"
Do-gooder or ‘Devil’? A Friar’s Work Divides a Venezuelan Village,2020-01-03,article,News,,"['Monasteries and Monks', 'Indigenous People', 'Missionaries', 'Education (K-12)', 'Humanitarian Aid', 'Economic Conditions and Trends', 'Politics and Government']"
"$750,000 Homes in Mississippi, Missouri and Arizona",2020-01-01,article,News,,['Real Estate and Housing (Residential)']
"Sam Wyche, Who Led Cincinnati to the Super Bowl, Dies at 74",2020-01-03,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Football', 'Coaches and Managers']"
Beware Tyrannosaurus Rex Teenagers and Their Growth Spurts,2020-01-03,article,News,,"['Dinosaurs', 'Paleontology', 'Bones', 'ANATOMY AND PHYSIOLOGY', 'Research', 'your-feed-science']"
Quotation of the Day: Police Are Accused of Abusing Muslims as Demonstrations Sweep India,2020-01-03,article,Quote,,[]
What if Children Ran the School Lunchroom?,2020-01-03,article,News,,"['Diet and Nutrition', 'Food', 'Education (K-12)', 'Vegetables', 'Cooking and Cookbooks', 'Squash (Vegetable)', 'Gardens and Gardening']"
Democrats Ask Supreme Court for Quick Decision on Obamacare,2020-01-03,article,News,,"['Patient Protection and Affordable Care Act (2010)', 'United States Politics and Government', 'Health Insurance and Managed Care', 'Law and Legislation', 'Presidential Election of 2020']"
Quotation of the Day: Ex-SEAL Now Pitching Products and President,2020-01-01,article,Quote,,[]
U.S. Manufacturing Slumps as Trade War Damage Lingers,2020-01-03,article,News,,"['Factories and Manufacturing', 'Labor and Jobs', 'United States Economy', 'International Trade and World Market', 'Customs (Tariff)', 'United States International Relations']"
New Injection Method Makes an Old TB Vaccine Far More Powerful,2020-01-01,article,News,,"['Tuberculosis', 'Vaccination and Immunization', 'Monkeys and Apes', 'Lungs', 'Third World and Developing Countries', 'your-feed-healthcare', 'Children and Childhood']"
Hypersonic Missiles Are a Game Changer,2020-01-02,article,Op-Ed,,"['Missiles and Missile Defense Systems', 'Defense and Military Forces', 'Arms Trade', 'Nuclear Weapons', 'Treaties', 'ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'United States Defense and Military Forces', 'United States International Relations']"
