headline,date,doc_type,material_type,section,keywords
Court Allows Groin Searches of Detainees at Guantánamo,2014-08-01,article,News,,"['Detainees', 'Courts and the Judiciary']"
‘Guardians of the Galaxy’ Leads Weekend Box Office,2014-08-03,article,News,,['Movies']
This Is Law School?,2014-08-01,article,News,,"['Legal Profession', 'Law Schools', 'Entrepreneurship', 'Computers and the Internet', 'Start-ups']"
Air Force Academy to Examine Conduct of Cadet Athletes,2014-08-03,article,News,,"['Colleges and Universities', 'United States Defense and Military Forces', 'Ethics and Official Misconduct', 'Drug Abuse and Traffic', 'Sex Crimes']"
Book Review Podcast: ‘The Invisible Bridge’,2014-08-01,article,News,,['Books and Literature']
Lois Lowry on Giving Up ‘The Giver’ to Hollywood,2014-08-01,article,Interview,,"['Movies', 'Books and Literature', 'Children and Childhood']"
"Spoon, the Molecular Gastronomists of Rock",2014-08-01,article,News,,"['Music', 'Rock Music', 'Audio Recordings, Downloads and Streaming']"
Income Inequality,2014-08-02,article,Letter,,"['Labor and Jobs', 'Income Inequality', 'Minimum Wage']"
Airbnb Pushes to Modify San Francisco Housing Laws,2014-08-01,article,News,,"['Real Estate and Housing (Residential)', 'Regulation and Deregulation of Industry', 'Renting and Leasing (Real Estate)']"
Joe on WNYC’s Money Talking,2014-08-01,article,News,,[]
"A Heavy Metal Alloy, Fused With Youth",2014-08-03,article,News,,['Music']
"Jittery About Team’s Future, Bills Fans Remember a Titan of Its Past",2014-08-03,article,News,,['Football']
"A Coveted Internship, but Its Holder Sues Anyway",2014-08-01,article,News,,"['Internships', 'Minimum Wage', 'Suits and Litigation (Civil)']"
"Eliot Sumner Changes Her Name, but Not Her Electro-Pop Beats",2014-08-01,article,News,,['Music']
"U.S. Seeks Release of Couple in Qatar, Creating Tensions With a Crucial Arab Ally ",2014-08-01,article,News,,"['United States International Relations', 'Children and Childhood', 'ADOPTIONS', 'Race and Ethnicity', 'Murders and Attempted Murders', 'False Arrests, Convictions and Imprisonments', 'Child Abuse and Neglect']"
Obama Expresses Confidence in C.I.A. Director,2014-08-02,article,News,,"['Classified Information and State Secrets', 'Espionage and Intelligence Services', 'Detainees', 'Interrogations', 'United States Politics and Government']"
A Round Friend to Everyone,2014-08-01,article,News,,"['Cooking and Cookbooks', 'Eggplants']"
Your Friday Briefing,2014-08-01,article,News,,[]
Survey Gets (Too?) Personal,2014-08-01,article,News,,"['Business Schools', 'Polls and Public Opinion']"
"Ebola Virus Is Outpacing Efforts to Control It, World Health Body Warns",2014-08-01,article,News,,"['Ebola Virus', 'Epidemics']"
"Editors&apos; Note: August 3, 2014",2014-08-03,article,News,,[]
Two New Teenage Champs as Scholastic Events Boom,2014-08-02,article,News,,"['Chess', 'Teenagers and Adolescence']"
Insurgents Kill a Lawmaker in Somalia,2014-08-01,article,News,,"['Assassinations and Attempted Assassinations', 'Terrorism']"
Letters: Contemporary Poetry,2014-08-01,article,News,,"['Books and Literature', 'Poetry and Poets']"
A Creole Solution for Haiti’s Woes,2014-08-02,article,Op-Ed,,"['Education (K-12)', 'French Language', 'Colleges and Universities', 'Poverty', 'Language and Languages']"
A Night of Dinosaurs and Stargazing (No Children Allowed),2014-08-01,article,News,,[]
U.S.-Russia Nuclear Deal Stalls as Tensions Over Ukraine Rise,2014-08-02,article,News,,"['Nuclear Weapons', 'Nuclear Energy']"
What to Expect When You Shouldn’t Expect Lunch: A Dad’s Guide to Delivery Day,2014-08-01,article,News,,"['Hospitals', 'Parenting', 'Pregnancy and Childbirth']"
"Stock Market Ends July in Dive, but Analysts Are Upbeat",2014-08-01,article,News,,"['Banking and Financial Institutions', 'Dow Jones Stock Average', 'Nasdaq Composite Index', ""Standard & Poor's 500-Stock Index"", 'Stocks and Bonds', 'United States Economy']"
"Lindsay Slote, Lawrence Delevingne",2014-08-03,article,News,,['Weddings and Engagements']
"Taking Selfies, 35,000 Feet Down ",2014-08-01,article,News,,"['Movies', 'Documentary Films and Programs', 'Submarines and Submersibles', '3-D Devices and Effects']"
"Warren G. Bennis, Scholar on Leadership, Dies at 89",2014-08-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Executives and Management (Theory)']"
Raptly Absorbing the Quirks of a Rumpled Virtuoso,2014-08-01,article,Review,,"['Music', 'Classical Music']"
Time Management: One-Year M.B.A.s,2014-08-01,article,News,,"['Business Schools', 'Careers and Professions', 'Hiring and Promotion']"
Federal Panel Might Consolidate N.H.L. Lawsuits,2014-08-01,article,Brief,,"['Hockey, Ice', 'Concussions', 'Suits and Litigation (Civil)']"
Problems With the Bill Limiting Surveillance,2014-08-01,article,News,,['Surveillance of Citizens by Government']
"At World Trade Center Site, Rebuilding Recreates Intersection of Long Ago",2014-08-01,article,News,,"['World Trade Center (Manhattan, NY)', 'Real Estate (Commercial)']"
"Weekend Auto Calendar: Tutto Italiano, Massachusetts-Style",2014-08-01,article,News,,"['Automobiles', 'Antique and Classic Cars', 'Automobile Racing', 'Nascar Sprint Cup Series', 'Trucks and Trucking', 'Motorcycles, Motor Bikes and Motorscooters']"
"Cantor, Ex-Majority Leader, Is Planning Early Exit From House",2014-08-01,article,News,,"['Midterm Elections (2014)', 'Elections, House of Representatives']"
Holocaust Grafted to Beethoven,2014-08-03,article,Review,,['Opera']
New Frontier in the Efficiency Quest: Cutting Heat Losses,2014-08-01,article,News,,"['Automobiles', 'Fuel Efficiency', 'Engines']"
A Delicate New Mission for a Leader Familiar With Special Operations,2014-08-02,article,News,,"['Colleges and Universities', 'Education']"
"Ed Sprinkle, Defensive End Known for Violent Play, Dies at 90",2014-08-01,article,Obituary (Obit),,"['Football', 'Deaths (Obituaries)']"
"Events on Long Island for Aug. 3-9, 2014",2014-08-01,article,Schedule,,['Culture (Arts)']
River Grime? Triathletes Are Swimming in It,2014-08-03,article,News,,"['New York City Triathlon', 'Swimming', 'Triathlon', 'Sewers and Sewage']"
Advice From the Field,2014-08-01,article,Question,,"['Graduate Schools and Students', 'Journalism Schools', 'Education (K-12)', 'Libraries and Librarians', 'Teachers and School Employees', 'Business Schools']"
Chee Whiz!,2014-08-02,article,News,,['Crossword Puzzles']
"Elizabeth Fleming, Edward Weisiger Jr.",2014-08-03,article,News,,['Weddings and Engagements']
War Comes to America,2014-08-01,article,Review,,"['Books and Literature', 'World War II (1939-45)', 'United States Defense and Military Forces']"
Deadline Set to Redraw Voting Map in Florida,2014-08-01,article,News,,"['Midterm Elections (2014)', 'Redistricting and Reapportionment', 'Elections', 'Elections, House of Representatives', 'Decisions and Verdicts', 'Primaries and Caucuses', 'United States Politics and Government', 'Blacks', 'Black People']"
Anti-Semitism Rises in Europe Amid Israel-Gaza Conflict,2014-08-02,article,News,,"['ANTI-SEMITISM', 'Jews and Judaism', 'Holocaust and the Nazi Era', 'Discrimination']"
Gunmen From Syria Hit Army Checkpoints in Lebanon,2014-08-02,article,News,,"['Defense and Military Forces', 'Civilian Casualties']"
Going Professional: The Ins and Outs,2014-08-01,article,News,,"['Graduate Schools and Students', 'ADMISSIONS STANDARDS', 'Labor and Jobs', 'Engineering and Engineers', 'Education (K-12)', 'Education']"
How Facebook Sold You Krill Oil,2014-08-02,article,News,,"['ADVERTISING AND MARKETING', 'Data-Mining and Database Marketing', 'Dietary Supplements and Herbal Remedies', 'Online Advertising', 'Social Media', 'Krill', 'Fish and Other Marine Life']"
A Helping Hand in Brick and Mortar,2014-08-01,article,News,,"['ARCHITECTURE', 'Historic Buildings and Sites']"
Mets Sleepwalk Through a Loss to the Giants as Harvey Begins Easy Throwing ,2014-08-02,article,News,,['Baseball']
"Rent-Stabilized, but Otherwise in Flux",2014-08-01,article,Review,,['Theater']
Called to a Gay Church in the Bronx,2014-08-01,article,News,,"['Discrimination', 'Homeless Persons', 'Homosexuality and Bisexuality', 'Photography']"
"Quotation of the Day for Saturday, August 2, 2014",2014-08-02,article,Quote,,[]
"In Giants’ Rout of Mets, the Biggest Hit May Be to Colon’s Trade Value ",2014-08-03,article,News,,['Baseball']
Japan Invades Hawaii,2014-08-01,article,News,,['World War II (1939-45)']
House Republicans Agree on Border Measures,2014-08-01,article,News,,"['Illegal Immigration', 'Children and Childhood']"
"In Jackson Hole, the Rugged and Refined Meet",2014-08-02,article,News,,"['Art', 'Travel and Vacations']"
Daily Report: Alibaba Pours Big Money Into Some American Tech Companies,2014-08-01,article,News,,"['E-Commerce', 'Stocks and Bonds']"
Francesca Gazzaniga and Richard Novak,2014-08-03,article,News,,['Weddings and Engagements']
"The Making Of | Christophe Lemaire’s Striking, Sculptural Leather Bags",2014-08-01,article,News,,['Fashion and Apparel']
Six Charts That Explain the Jobs Report,2014-08-01,article,News,,"['Labor and Jobs', 'United States Economy', 'Unemployment']"
Tough to Figure Out,2014-08-01,article,News,,['Crossword Puzzles']
Outstanding in Our Fields,2014-08-01,article,News,,['Crossword Puzzles']
Throw the Book at Him,2014-08-02,article,Op-Ed,,"['Books and Literature', 'Presidents and Presidency (US)', 'Iraq War (2003-11)']"
Paperback Row,2014-08-01,article,List,,['Books and Literature']
Injury to Wilson Puts the Giants’ Backfield in Motion,2014-08-01,article,News,,['Football']
What’s on TV Friday,2014-08-01,article,Schedule,,[]
Facebook’s Gateway Drug,2014-08-02,article,Op-Ed,,"['Computers and the Internet', 'Third World and Developing Countries', 'Mobile Applications']"
"$1,000 Hepatitis Pill Shows Why Fixing Health Costs Is So Hard",2014-08-02,article,News,,"['Hepatitis', 'Sovaldi (Drug)', 'Health Insurance and Managed Care']"
American Held in North Korea Says Health Is Failing,2014-08-01,article,News,,"['Missionaries', 'Prisons and Prisoners', 'International Relations']"
"Winning Lottery Numbers for Aug. 1, 2014",2014-08-02,article,List,,['Lotteries']
"Congress Off for the Exits, but Few Cheer",2014-08-02,article,News,,"['Law and Legislation', 'Illegal Immigration', 'United States Politics and Government', 'Midterm Elections (2014)', 'Immigration and Emigration']"
Can Parenthood and Pessimism Live Side by Side?,2014-08-01,article,News,,"['Parenting', 'Ethics (Personal)', 'Philosophy', 'Babies and Infants', 'Children and Childhood']"
African Leaders Coming to Talk Business May Also Be Pressed on Rights,2014-08-01,article,News,,"['United States International Relations', 'Human Rights and Human Rights Violations']"
"At Roth Open Swiss Teams, a Declarer-Play Problem",2014-08-03,article,News,,"['Bridge (Card Game)', 'Cards and Card Games']"
Ambassador to Russia Is Confirmed,2014-08-01,article,News,,"['Diplomatic Service, Embassies and Consulates', 'United States International Relations', 'United States Politics and Government']"
"Manny Roth, 94, Impresario of Cafe Wha?, Is Dead",2014-08-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Music', 'Bars and Nightclubs']"
A Little Extra Night Music,2014-08-02,article,News,,"['Mostly Mozart Festival', 'Music']"
Victims of Defective G.M. Ignition Switches Begin Filing Claims,2014-08-02,article,News,,"['Automobile Safety Features and Defects', 'Traffic Accidents and Safety', 'Reparations', 'Suits and Litigation (Civil)']"
Divorce and the Board,2014-08-02,article,Question,,"['Real Estate and Housing (Residential)', 'Grilling (Cooking)', 'Divorce, Separations and Annulments', 'Cooperatives']"
Rounding Up Journalists in Iran,2014-08-02,article,Editorial,,"['Freedom of the Press', 'Editorials', 'News and News Media']"
"Richard Hatter, Philip Montello",2014-08-03,article,News,,['Weddings and Engagements']
1914: Germany Officially Declares War on France,2014-08-03,article,News,,['World War I (1914-18)']
"In El Paso, a New Homeless Shelter With Female Veterans in Mind",2014-08-03,article,News,,"['Veterans', 'Homeless Persons', 'Women and Girls', 'Real Estate and Housing (Residential)']"
The Magic of Feeling Safe at Work,2014-08-01,article,News,,[]
Mind Ablaze,2014-08-01,article,Review,,['Books and Literature']
"Newly Insured, Many Now Face Learning Curve ",2014-08-02,article,News,,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Medicaid', 'Emergency Medical Treatment', 'Medicare']"
The Joy of Becoming a Veterinarian,2014-08-01,article,News,,['Poetry and Poets']
"Events in New Jersey for Aug. 3-9, 2014",2014-08-01,article,Schedule,,['Culture (Arts)']
Familiar Faces Join Forces to Portray an Unlikely Duo,2014-08-03,article,Review,,['Television']
A Group Revels as Its Godfather Is Inducted,2014-08-03,article,News,,"['Football', 'Halls of Fame']"
"Christine Burrill, Bernadette Grosjean",2014-08-03,article,News,,[]
"A Soldier Poet, Baring His Soul ",2014-08-01,article,News,,"['Poetry and Poets', 'World War I (1914-18)', 'Archives and Records', 'Colleges and Universities']"
Banco Espírito Santo to Be Split Up in Rescue by Portugal,2014-08-03,article,News,,"['European Sovereign Debt Crisis (2010- )', 'Banking and Financial Institutions', 'Credit and Debt']"
Enchanted Connections,2014-08-01,article,Review,,['Books and Literature']
Vintage Blockbusters Reshuffle Race ,2014-08-01,article,News,,['Baseball']
Palm Springs Dreams,2014-08-02,article,Op-Ed,,['Photography']
Airstrike Near U.N. School Kills 10 as Israel Shifts Troops in Gaza,2014-08-03,article,News,,"['Palestinians', 'Civilian Casualties']"
Popular Snack on India’s Streets Is at the Heart of a Manhattan Court Fight,2014-08-02,article,News,,"['Restaurants', 'Trademarks and Trade Names', 'Suits and Litigation (Civil)']"
"In a Swirl of Limbs, a Bird Takes Flight",2014-08-01,article,Review,,"['Dancing', 'Celebrate Brooklyn (Festival)']"
English Museum Loses Accreditation for Selling Ancient Egyptian Statue,2014-08-01,article,News,,"['Art', 'Museums']"
"An Antidote to Illusion, Examining Restive Borders",2014-08-03,article,Review,,['Books and Literature']
Shattering Myths to Help the Climate,2014-08-02,article,News,,"['Greenhouse Gas Emissions', 'Global Warming', 'Carbon Dioxide', 'United States Economy']"
Start-Ups Work on Biotech Drugs for Pets,2014-08-01,article,News,,"['Drugs (Pharmaceuticals)', 'Biotechnology', 'Pets', 'Dogs', 'Cats', 'Veterinary Medicine', 'Start-ups']"
"Reanimating Bertha, a Mechanical Behemoth Slumbering Under Seattle",2014-08-01,article,News,,"['Bridges and Tunnels', 'Viaducts', 'Engineering and Engineers', 'Area Planning and Renewal']"
"Procter & Gamble to Streamline Offerings, Dropping Up to 100 Brands ",2014-08-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Cleansers, Detergents and Soaps']"
"Cost of Putting Mayor’s Family in Gracie Mansion Nears $145,000",2014-08-02,article,News,,['Restoration and Renovation']
Business Schools Add Admissions Bells and Whistles,2014-08-01,article,News,,"['Business Schools', 'ADMISSIONS STANDARDS', 'Video Recordings, Downloads and Streaming', 'Computers and the Internet']"
"Robert L. Drew, Pioneer in Documentary Filmmaking, Dies at 90",2014-08-01,article,Obituary (Obit),,"['Documentary Films and Programs', 'Movies', 'Deaths (Obituaries)']"
"A Recipe, and Hometown Pride",2014-08-02,article,Review,,"['Restaurants', 'Food Trucks and Vendors', 'Mexican Food (Cuisine)']"
1914: Vociferous Crowds Cheer Kaiser,2014-08-01,article,News,,"['Speeches and Statements', 'World War I (1914-18)']"
Colorful Trainer and Suddenly Brilliant Gelding Win the Whitney,2014-08-03,article,News,,['Horse Racing']
Up on the Roof,2014-08-02,article,News,,"['Labor and Jobs', 'Solar Energy']"
"Caroline Nacey, Christopher Hedges",2014-08-03,article,News,,['Weddings and Engagements']
Foreign Crises Fade on Congressional Campaign Trail,2014-08-01,article,News,,"['Midterm Elections (2014)', 'United States International Relations', 'Elections, House of Representatives', 'Elections, Senate', 'United States Politics and Government', 'Political Advertising']"
Campus Police: Precrime Division,2014-08-01,article,Question,,"['Ethicist, The (Times Column)', 'Ethics (Personal)', 'Security and Warning Systems', 'Bribery and Kickbacks', 'Checks and Checking Accounts', 'Crime and Criminals']"
First Extended Talks at Met End Without a Labor Deal,2014-08-01,article,News,,"['Organized Labor', 'Opera', 'Music', 'Classical Music']"
ArcelorMittal Returns to Profit as Steel Demand Rises,2014-08-01,article,News,,"['Company Reports', 'Steel and Iron', 'Economic Conditions and Trends']"
Quadrillions and Quadrillions,2014-08-02,article,News,,[]
Gareth Pugh Is About to Disrupt New York Fashion Week,2014-08-01,article,News,,"['Fashion and Apparel', 'New York Fashion Week', 'Paris Fashion Week']"
Where Small Plates Bear Surprises,2014-08-02,article,Review,,['Restaurants']
Under Cover: The Candid Camera,2014-08-01,article,News,,[]
"Summer Reading Contest, Week 8 | What Interested You Most in The Times This Week?",2014-08-01,article,News,,[]
The Great Colorado Weed Experiment,2014-08-02,article,Editorial,,"['Marijuana', 'Editorials', 'Series', 'Law and Legislation']"
Chelsea Cooke and Justin McKay,2014-08-03,article,News,,['Weddings and Engagements']
Times Foreign Editor Responds on Israeli Censorship,2014-08-01,article,News,,[]
"At Union-Owned Amalgamated Bank, New Chief Charts a Progressive Course",2014-08-01,article,News,,"['Appointments and Executive Changes', 'Banking and Financial Institutions', 'Organized Labor', 'Pensions and Retirement Plans']"
New York Today: Life Without the G,2014-08-01,article,News,,[]
"Rock ’n’ Roll Greetings, Again, From Asbury Park",2014-08-01,article,News,,"['Music', 'Rock Music']"
Kerry Calls on Qatar and Turkey to Gain Release of Israeli Soldier,2014-08-01,article,News,,"['Palestinians', 'International Relations', 'United States International Relations']"
Math,2014-08-01,article,News,,"['Books and Literature', 'Mathematics']"
Unraveling the Mystery of Chablis,2014-08-01,article,News,,"['Wines', 'White Burgundy (Wine)', 'Chardonnay (Wine)']"
"40 Years Later, Still Trying to Define Presidential Power",2014-08-03,article,News,,"['Watergate Affair', 'Presidents and Presidency (US)', 'Impeachment']"
"Lebanese Adoptee, Searching for His Roots, Finds Islam",2014-08-02,article,News,,"['Muslims and Islam', 'Religion and Belief', 'ADOPTIONS', 'Orphans and Orphanages', 'Income Inequality']"
More Online Publishers Let Readers Fill the Space ,2014-08-01,article,News,,"['News and News Media', 'Computers and the Internet', 'Books and Literature', 'Writing and Writers']"
Weak Links in China’s Food Chain,2014-08-01,article,News,,"['Food Contamination and Poisoning', 'Food', 'Meat', 'Poultry']"
Anti-Intellectualism That Dares Not Speak Its Name,2014-08-02,article,News,,[]
"Margaret Sallay, John Peck",2014-08-03,article,News,,['Weddings and Engagements']
How Ramen Got Me Through Adolescence,2014-08-01,article,News,,"['Books and Literature', 'Cooking and Cookbooks', 'Teenagers and Adolescence', 'Children and Childhood', 'Noodles', 'Education (K-12)']"
"Events in Connecticut for Aug. 3-9, 2014",2014-08-01,article,Schedule,,['Culture (Arts)']
Memorial Plan Called a ‘Five-Star Folly’,2014-08-03,article,News,,"['Monuments and Memorials (Structures)', 'United States Politics and Government']"
Gaza Fighting Intensifies as Cease-Fire Falls Apart,2014-08-01,article,News,,"['Palestinians', 'Kidnapping', 'Hostages', 'Defense and Military Forces']"
Argentina Default Is Ruled a Credit Event for Swaps,2014-08-01,article,News,,"['Credit Default Swaps', 'Derivatives (Financial Instruments)', 'Government Bonds']"
Rules of Style | Danny Bowien on How to Look Sharp and Why He Chopped His Locks,2014-08-01,article,News,,['Restaurants']
An Assault Upon Our Children,2014-08-01,article,Op-Ed,,"['Education (K-12)', 'Anxiety and Stress', 'Social Conditions and Trends', 'Mental Health and Disorders', 'Tests and Examinations', 'Children and Childhood']"
China Says Nearly 100 Are Killed in Week of Unrest in Xinjiang,2014-08-03,article,News,,"['Uighurs (Chinese Ethnic Group)', 'Demonstrations, Protests and Riots', 'Terrorism', 'Deaths (Fatalities)']"
The Prospect of Peace Between Israel and Gaza,2014-08-01,article,Op-Ed,,[]
"Quotation of the Day for Friday, August 1, 2014",2014-08-01,article,Quote,,[]
Argentina Ordered to Resume Talks With Hedge Fund,2014-08-01,article,News,,['Hedge Funds']
Tackling Corruption in China,2014-08-03,article,Op-Ed,,['Corruption (Institutional)']
