headline,date,doc_type,material_type,section,keywords
Emotions Flip From Note to Note,2015-01-03,article,News,,['Classical Music']
Anthony Doerr,2015-01-03,article,Op-Ed,,['Books and Literature']
An Indian Modernist With a Global Gaze ,2015-01-01,article,Review,,['Art']
"New to New York, but Not to Music",2015-01-03,article,News,,['Music']
The Legion of Honor? Thomas Piketty Refuses,2015-01-03,article,Editorial,,"['Editorials', 'Economics (Theory and Philosophy)', 'Awards, Decorations and Honors', 'Income Inequality', 'Economic Conditions and Trends', 'Books and Literature']"
N.F.L. Coaches Now Reach for Next Level: College,2015-01-03,article,News,,"['Football', 'Coaches and Managers', 'Football (College)']"
A Primer in House Sitting,2015-01-02,article,News,,"['Travel and Vacations', 'Real Estate and Housing (Residential)', 'Hotels and Travel Lodgings']"
Islanders Enjoy a Raucous Advantage in Their Soon-to-Be Former Home,2015-01-03,article,News,,"['Hockey, Ice']"
Euro and Immigration Promise Challenges for Merkel in 2015 ,2015-01-01,article,News,,"['Immigration and Emigration', 'Speeches and Statements']"
India Says Men on Pakistani Boat Set Off Explosion in Arabian Sea,2015-01-02,article,News,,['Terrorism']
"One Last Confluence for Mario and Andrew Cuomo, Proud Rivals",2015-01-03,article,News,,"['Governors (US)', 'Elections, Governors']"
The Paradox of the Free-Market Liberal,2015-01-02,article,Op-Ed,,"['United States Politics and Government', 'Psychology and Psychologists', 'United States Economy', 'Conservatism (US Politics)']"
Communing With Mr. Turner,2015-01-01,article,News,,"['Art', 'Movies']"
A Ringtone Gets an Encore,2015-01-02,article,News,,['Cellular Telephones']
"Abandoning Doubt in Sedona, Arizona  ",2015-01-01,article,News,,"['Travel and Vacations', 'Unidentified Flying Objects (UFO)', 'Extraterrestrial Life']"
"‘A Tale of Two Plantations,’ by Richard S. Dunn",2015-01-02,article,Review,,"['Books and Literature', 'Slavery (Historical)']"
The Liberation of Growing Old,2015-01-03,article,Op-Ed,,"['Elderly', 'Social Conditions and Trends']"
The Next Battle for Ukraine ,2015-01-03,article,News Analysis,,['Politics and Government']
What Isn’t There an App For?,2015-01-02,article,News,,"['Mobile Applications', 'ADVERTISING AND MARKETING']"
A Craigslist ‘Missed Connection’ Lure (Updated With Podcast),2015-01-02,article,News,,"['Modern Love (Times Column)', 'Dating and Relationships']"
The Palestinians’ Desperation Move,2015-01-01,article,Editorial,,"['Editorials', 'Palestinians', 'Israeli Settlements']"
"In Georgia, a Weekend of TV Highlights",2015-01-02,article,News,,['Travel and Vacations']
Four Big Pieces of AirAsia Jet Are Found; Search Crews Have Recovered 46 Bodies,2015-01-02,article,News,,"['Aviation Accidents, Safety and Disasters', 'AirAsia Flight 8501', 'Deaths (Fatalities)']"
"Filling Garden With Misery and, at Least for Now, Fans ",2015-01-03,article,News,,['Basketball']
20 Shows to Watch,2015-01-01,article,News,,['Television']
Five-Alarm Obsession: A Fire Truck Buff Custom-Builds Models,2015-01-02,article,News,,"['Models and Replicas', 'Fires and Firefighters', 'Hobbies']"
Healthy and Hungry Again ,2015-01-03,article,News,,['Tennis']
Doug Marrone Is Among Jets’ Candidates,2015-01-02,article,Brief,,['Football']
A Doctor Who Denies He’s a Kingpin ,2015-01-03,article,News,,"['Drug Abuse and Traffic', 'OxyContin (Drug)', 'Drugs (Pharmaceuticals)']"
The Complicated Origins of ‘Having It All’,2015-01-02,article,News,,"[""Women's Rights"", 'Books and Literature', 'Work-Life Balance', 'Discrimination']"
"Recalling Blind Tom, an Autistic Pianist Born to Slavery ",2015-01-01,article,News,,"['ANTIQUES', 'Photography', 'Music', 'Art']"
Big Bang to Be Investigated From Balloon in Antarctica,2015-01-02,article,News,,"['Telescopes and Observatories', 'Space and Astronomy', 'Microwaves (Electromagnetic Waves)']"
Editors’ Choice,2015-01-02,article,List,,['Books and Literature']
"Black History, Told by Works",2015-01-03,article,News,,"['Art', 'Museums', 'Blacks', 'Black People']"
"Corrections: January 3, 2015",2015-01-03,article,News,,[]
Tensions Mount as Israel Freezes Revenue Meant for Palestinians,2015-01-03,article,News,,"['Palestinians', 'Customs (Tariff)', 'Israeli Settlements', 'War Crimes, Genocide and Crimes Against Humanity', 'Taxation', 'International Relations']"
A Deal From the SportAccord World Mind Games,2015-01-02,article,News,,"['Cards and Card Games', 'Bridge (Card Game)']"
Brazen Attempts by Hotels to Block Wi-Fi,2015-01-03,article,Editorial,,"['Hotels and Travel Lodgings', 'Wireless Communications', 'Editorials', 'Computers and the Internet', 'Law and Legislation']"
"Easing Into Leisure, One Step at a Time",2015-01-02,article,News,,"['Retirement', 'Baby Boomers', 'Elderly']"
Sugar Bowl 2015: Alabama vs. Ohio State Preview,2015-01-01,article,News,,['Football (College)']
Defending Dick and Jane,2015-01-01,article,Letter,,"['Books and Literature', 'Children and Childhood', 'Reading and Writing Skills (Education)']"
Is the Modern American Dream Attainable?,2015-01-02,article,News,,[]
Children at Weddings Don’t Forever Hold Their Peace ,2015-01-02,article,News,,"['Weddings and Engagements', 'Children and Childhood']"
"At Ricardo Steak House, They’re Gonna Party Like It’s Your Birthday",2015-01-02,article,News,,['Restaurants']
"Radical Islam, Nihilist Rage",2015-01-03,article,Op-Ed,,"['Muslims and Islam', 'Terrorism', 'School Shootings and Armed Attacks']"
3 Die in Queens Fire; City Records First Killing of 2015,2015-01-01,article,News,,"['Fires and Firefighters', 'Murders, Attempted Murders and Homicides']"
Britain’s Success Story,2015-01-02,article,News,,['Economic Conditions and Trends']
Learning a Foreign Language Called Public Relations ,2015-01-03,article,News,,"['Public Relations and Publicity', 'Writing and Writers']"
Cuba: Performance Artist Is Freed,2015-01-03,article,Brief,,"['Art', 'Freedom of Speech and Expression', 'Performance Art']"
"Ten Tips for Happiness, on a Postcard From the Past",2015-01-01,article,News,,"['Grandparents', 'Parenting']"
Jim Harrison: A Prairie Prologue in Nebraska,2015-01-02,article,News,,['Travel and Vacations']
"With Knicks Crumbling, Maybe Carmelo Anthony Can Heal",2015-01-03,article,News,,['Basketball']
A Kanye West-Paul McCartney Single Drops Just Before the Ball,2015-01-01,article,News,,['Music']
Hillary Versus History,2015-01-03,article,Op-Ed,,"['Presidential Election of 2016', 'Presidents and Presidency (US)', 'United States Politics and Government']"
Humble Leeks Can Add Brightness to Winter,2015-01-02,article,News,,"['Cooking and Cookbooks', 'Leeks']"
"From the Band’s Music, the Weight Builds a Future",2015-01-03,article,News,,"['Music', 'Rock Music']"
Albany Lawmakers and Their Secret Incomes,2015-01-03,article,Editorial,,"['Editorials', 'Bribery and Kickbacks', 'Ethics and Official Misconduct', 'State Legislatures', 'Income']"
Arrest Statistics Decline Sharply; Police Unions Deny an Organized Slowdown ,2015-01-01,article,News,,"['Attacks on Police', 'Crime and Criminals']"
Paperback Row,2015-01-02,article,List,,['Books and Literature']
Jane Gardam’s ‘Hollow Land’,2015-01-02,article,Review,,['Books and Literature']
"States’ Minimum Wages Rise, Helping Millions of Workers",2015-01-01,article,News,,"['Minimum Wage', 'States (US)']"
"To Rescue Economy, Japan Turns to Supermom ",2015-01-01,article,News,,"['Women and Girls', 'Economic Conditions and Trends', 'Work-Life Balance', 'Labor and Jobs']"
Suicides Spread Through a Brazilian Tribe ,2015-01-02,article,Op-Ed,,"['Suicides and Suicide Attempts', 'Indigenous People', 'ABORIGINES', 'Agriculture and Farming']"
"Pictures of the Day — Jan. 2, 2015",2015-01-02,article,News,,[]
Kenyan Court Suspends Part of New Antiterrorism Law,2015-01-02,article,News,,"['Terrorism', 'Law and Legislation', 'Civil Rights and Liberties', 'Courts and the Judiciary', 'Politics and Government']"
Helping Holocaust Artifacts Tell Their Stories,2015-01-03,article,News,,"['Holocaust and the Nazi Era', 'Art']"
"The Year in Pop Feuds, Charted",2015-01-02,article,News,,"['Music', 'Two Thousand Fourteen']"
1940: Whereabouts of Unity Mitford,2015-01-02,article,News,,"['Accidents and Safety', 'World War II (1939-45)']"
G.O.P. Turns to the Courts to Aid Agenda,2015-01-03,article,News,,"['Courts and the Judiciary', 'United States Politics and Government', 'Health Insurance and Managed Care', 'Global Warming', 'Illegal Immigration', 'Law and Legislation']"
(Yet Another) Brand-New Me,2015-01-02,article,News,,['New Year']
"The Pains of War, Long After Battle",2015-01-03,article,News,,"['Post-Traumatic Stress Disorder', 'Documentary Films and Programs']"
A.F.C. Wild-Card Matchup: Baltimore Ravens vs. Pittsburgh Steelers,2015-01-03,article,News,,"['Football', 'Playoff Games']"
Letter From the Editor: About Writing What We Wished to Read,2015-01-02,article,News,,"['Polls and Public Opinion', 'Playoff Games', 'Social Media']"
A Sobering Perspective on a Looming Retirement Crisis,2015-01-02,article,News,,"['Retirement', 'Savings', 'Social Security (US)']"
China’s Crime-Free Crime Films,2015-01-03,article,Op-Ed,,"['Movies', 'Censorship', 'Writing and Writers', 'Freedom of Speech and Expression']"
The Economics (and Nostalgia) of Dead Malls,2015-01-03,article,News,,"['Shopping Centers and Malls', 'Real Estate (Commercial)', 'Shopping and Retail']"
"Maynard Webb, Yahoo’s Chairman: Even the Best Teams Can Be Better",2015-01-03,article,Question,,"['Executives and Management (Theory)', 'Hiring and Promotion']"
"Infant Found Unconscious in Harlem Dies, Police Say",2015-01-03,article,News,,"['Babies and Infants', 'Deaths (Fatalities)', 'Child Abuse and Neglect']"
Quotation of the Day,2015-01-03,article,Quote,,[]
"After a Spa Day, Looking Years Younger (O.K., They’re Only 7) ",2015-01-03,article,News,,"['Spas', 'Children and Childhood', 'Women and Girls', 'Beauty Salons']"
A Closer Look at the Colorado Senate Race,2015-01-02,article,News,,"['Midterm Elections (2014)', 'Voting and Voters']"
Improving Flight Safety ,2015-01-01,article,Letter,,"['AIRLINES AND AIRPLANES', 'Aviation Accidents, Safety and Disasters', 'Accidents and Safety']"
"‘The Ploughmen,’ by Kim Zupan",2015-01-02,article,Review,,['Books and Literature']
"Dazing SEC Titans, Big Ten Lives Up to Its Adjective",2015-01-03,article,News,,"['Football (College)', 'Bowl Games']"
Condition of British Ebola Patient Worsens ,2015-01-03,article,News,,"['Ebola Virus', 'Nursing and Nurses']"
1907-8 | The Times Drops the Ball,2015-01-01,article,News,,[]
The Trouble With Common Core Standards,2015-01-03,article,Letter,,"['Education (K-12)', 'Children and Childhood', 'Tests and Examinations']"
"Saudi King, 90, Hospitalized; Pneumonia Is Diagnosed",2015-01-02,article,News,,[]
Private Letters Untangle Mysterious Death of Oscar Wilde’s Wife,2015-01-02,article,News,,['Multiple Sclerosis']
A Time for Traitors,2015-01-02,article,Op-Ed,,"['Palestinians', 'International Relations']"
What We’re Reading: Great Reads From the Editors of NYT Now,2015-01-02,article,News,,"['New Year', 'Photography']"
PJ Harvey Turns Her Album Into an Art Installation,2015-01-02,article,News,,"['Art', 'Music']"
Eschewing a Higher Calling,2015-01-03,article,News,,['Crossword Puzzles']
"A Kingdom of Jousting, Kidnapping and Some Saucy Singing, Too",2015-01-02,article,Review,,"['Television', 'Theater']"
"Panda Bear on the Books, Films and Music That Inspire Him",2015-01-02,article,News,,['Music']
Mortality and its Discontents,2015-01-01,article,Op-Ed,,"['Mountain Climbing', 'Age, Chronological']"
"Jeb Bush, and Two Myths About Shifting to the Right  ",2015-01-02,article,News,,"['Presidential Election of 2016', 'Presidential Election of 2012']"
"In New Mexico Tent City, a Glimmer of Hope",2015-01-02,article,News,,['Homeless Persons']
The Year in Jazz 2014,2015-01-02,article,News,,['Jazz']
"Battling Sun’s Glare at Ballpark, the Capitals Deliver a Final Bit of Brilliance",2015-01-02,article,News,,"['Hockey, Ice']"
Boston Marathon Bombing: What We Know,2015-01-01,article,Question,,"['Boston Marathon Bombings (2013)', 'Terrorism']"
Time to Assess Your Financial Fitness,2015-01-02,article,News,,"['Personal Finances', 'Savings', 'Retirement', 'Disability Insurance', 'Tax Credits, Deductions and Exemptions']"
Who Will Replace Michael Grimm?,2015-01-02,article,News,,"['Elections, State Legislature']"
"Healthy Body, Unhealthy Mind ",2015-01-03,article,Op-Ed,,"['Exercise', 'Mental Health and Disorders', 'Diet and Nutrition']"
Real Estate Chief Fears Troubled Sibling Has New Weapon: TV,2015-01-01,article,News,,"['Television', 'Real Estate and Housing (Residential)']"
Oscars 2015: Manohla Dargis’s Picks,2015-01-02,article,News,,"['Movies', 'Academy Awards (Oscars)']"
Canada Holds Off U.S. in Preliminary Junior Championship Game,2015-01-01,article,News,,"['Hockey, Ice']"
There’s More Than Movement,2015-01-03,article,News,,['Dancing']
"John I. Goodlad, Progressive Educator, Dies at 94",2015-01-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Education (K-12)', 'Research']"
A Calligrapher Brings an Elegant Touch to an Officer’s Funeral,2015-01-03,article,News,,"['Funerals and Memorials', 'Attacks on Police', 'Murders, Attempted Murders and Homicides', 'Chinese-Americans', 'Art']"
Daily Report: Web Freedom Is Seen as a Growing Global Issue,2015-01-02,article,News,,"['Censorship', 'Computers and the Internet', 'Freedom of Speech and Expression', 'Privacy']"
A Crash Course in Airbnb,2015-01-02,article,News,,"['Hotels and Travel Lodgings', 'Travel and Vacations', 'Road Trips']"
"‘Loitering,’ Essays by Charles D’Ambrosio",2015-01-02,article,Review,,['Books and Literature']
Keeping Up With the Visuals,2015-01-01,article,News,,"['Circuses', 'Theater']"
The Split-Screen Marriage,2015-01-02,article,News,,"['Dating and Relationships', 'Books and Literature', 'Movies', 'Television', 'Marriages']"
New Zealand Glaciers Ebb and Tour Guides Play Catch-Up,2015-01-02,article,News,,"['Glaciers', 'Global Warming', 'Travel and Vacations', 'Environment', 'Eco-Tourism']"
"‘Us,’ by David Nicholls",2015-01-02,article,Review,,['Books and Literature']
New York City Requiring Flu Shots for Preschoolers,2015-01-03,article,News,,"['Education (Pre-School)', 'Influenza', 'Vaccination and Immunization', 'Children and Childhood']"
Writers Are Mixed Over Amazon Unlimited,2015-01-01,article,News,,"['Amazon Kindle', 'Book Trade and Publishing', 'Books and Literature', 'E-Books and Readers', 'Writing and Writers']"
Movie Listings for Jan. 2-8,2015-01-01,article,Schedule,,['Movies']
Euro Falls Lower as Central Bank Hints at Increase in Stimulus Plan,2015-01-03,article,News,,"['Currency', 'Deflation (Economics)', 'Euro (Currency)', 'US Dollar (Currency)']"
There’s Hope for Nebraska’s Liberals,2015-01-01,article,Letter,,['United States Politics and Government']
Proulx Says She Regrets ‘Brokeback Mountain’,2015-01-01,article,News,,[]
"Science Fuels the Writing, and Faith, of a Nicaraguan Poet ",2015-01-03,article,Biography,,"['Poetry and Poets', 'Religion and Belief']"
Carmakers Take a Hint From Tablets ,2015-01-01,article,News,,"['Automobile Safety Features and Defects', 'Software', 'Automobiles']"
Where the Pho Cures All ,2015-01-03,article,Review,,['Restaurants']
Mario Cuomo’s Life in Public Service,2015-01-03,article,Editorial,,"['Editorials', 'Governors (US)']"
"Chocolate Factory in Brooklyn Asks: What, Us? Gentrifiers?",2015-01-02,article,News,,"['Gentrification', 'Chocolate', 'Shopping and Retail']"
Change of Venue Denied for Boston Marathon Bombing Suspect,2015-01-03,article,News,,"['Boston Marathon Bombings (2013)', 'Terrorism']"
Richard Sandomir’s Top 10 Sports Films,2015-01-01,article,List,,"['Movies', 'Athletics and Sports']"
"‘The Happiest People in the World,’ by Brock Clarke",2015-01-02,article,Review,,['Books and Literature']
Bono Fears He May Never Play the Guitar Again,2015-01-02,article,News,,"['Cycling, Road', 'Rock Music', 'Surgery and Surgeons']"
Sharon Isbin: Seeking Out Serenity,2015-01-02,article,News,,"['Music', 'Guitars']"
Museum & Gallery Listings for Jan. 2-8,2015-01-01,article,Schedule,,"['Art', 'Museums']"
Next Men Up? Cardinals ,2015-01-02,article,News,,['Football']
Denied Entry to Egypt,2015-01-03,article,Letter,,['Visas']
"After an Attack, a Man’s Options Slowly Fade",2015-01-03,article,News,,['Philanthropy']
Bill Cunningham | Global Debutantes,2015-01-02,article,News,,"['International Debutante Ball', 'Fashion and Apparel', 'Parties (Social)', 'Debutantes', 'High Society and Socialites']"
Mother’s Courage Helps Daughter Change Course Amid Illness,2015-01-02,article,News,,['Philanthropy']
Are Two Dynasties Our Destiny?,2015-01-03,article,Op-Ed,,"['Presidential Election of 2016', 'United States Politics and Government']"
Twin Peaks Planet,2015-01-02,article,Op-Ed,,"['Income Inequality', 'Economic Conditions and Trends', 'Fringe Groups and Movements', 'International Trade and World Market', 'Income', 'Politics and Government']"
Top 2 Thruway Authority Executives Quit Without Warning,2015-01-02,article,News,,"['New Year', 'Boards of Directors']"
"In Miami, a New Outpost for Fashion-Forward Fine Jewelry",2015-01-02,article,News,,"['Jewels and Jewelry', 'Smoking and Tobacco']"
"Boston Is Eager to Begin Marathon Bombing Trial, and to End It",2015-01-02,article,News,,"['Boston Marathon Bombings (2013)', 'Capital Punishment', 'Terrorism', 'Jury System']"
"On Brooklyn Campus, Annual Antique Display Goes Out With a Terrifying Wail ",2015-01-01,article,News,,"['New Year', 'Colleges and Universities', 'ANTIQUES', 'Collectors and Collections']"
Jared Leto’s Oscar Selfie Update,2015-01-02,article,News,,['Movies']
How Dick Cheney and Marvin Gaye Inspired ‘A Most Violent Year’,2015-01-02,article,News,,['Movies']
Stuff We Liked: Clever Data Visualization and a Year in Outrage,2015-01-02,article,News,,"['Computers and the Internet', 'Polls and Public Opinion']"
"Stanislaw Baranczak, 68, Polish Underground Poet, Dies ",2015-01-03,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Poetry and Poets']"
Theater Listings for Jan. 2-8,2015-01-01,article,Schedule,,['Theater']
An Enemy of Reform in New York Jails ,2015-01-02,article,Editorial,,"['Editorials', 'Organized Labor', 'Prisons and Prisoners', 'Guards']"
Andrew Cuomo Puts Bigger Challenges on His 2nd-Term Agenda,2015-01-01,article,News,,['Inaugurations']
"Events in New Jersey for Jan. 4-10, 2015",2015-01-02,article,Schedule,,['Culture (Arts)']
Georgia Police Chief on Leave After Shooting of His Wife ,2015-01-02,article,News,,['Police']
Unclean Nuclear Energy,2015-01-01,article,Letter,,['Nuclear Energy']
Palestinians Submit Papers to U.N. to Join International Criminal Court,2015-01-02,article,News,,"['Palestinians', 'International Relations', 'War Crimes, Genocide and Crimes Against Humanity']"
Not Paying for Hostages,2015-01-01,article,Letter,,"['Kidnapping and Hostages', 'United States International Relations']"
The South’s Newcomers,2015-01-03,article,Letter,,"['Prices (Fares, Fees and Rates)', 'Taxation']"
Home Exchange 101,2015-01-02,article,News,,"['Travel and Vacations', 'Real Estate and Housing (Residential)']"
A Master of Childhood Dreams ,2015-01-02,article,News,,"['Movies', 'Academy Awards (Oscars)', 'ANIMATED FILMS']"
Make Yourself at Home,2015-01-01,article,Review,,['Restaurants']
"‘Citizen Coke,’ by Bartow J. Elmore",2015-01-02,article,Review,,['Books and Literature']
Dark Times Ahead for Two Major Paris Theaters,2015-01-01,article,News,,[]
"Alas, the Indignity: Murder Victims Entombed in Cows",2015-01-01,article,Review,,['Movies']
Look Back to Move Forward,2015-01-01,article,Op-Ed,,"['Police Brutality, Misconduct and Shootings', 'Demonstrations, Protests and Riots', 'Attacks on Police', 'United States Politics and Government']"
A Decline in Problem Mortgages,2015-01-02,article,News,,"['Mortgages', 'Real Estate and Housing (Residential)', 'Foreclosures']"
A Republican Ruse to Make Tax Cuts Look Good,2015-01-03,article,Op-Ed,,"['Taxation', 'Federal Budget (US)', 'United States Economy', 'Federal Taxes (US)', 'Law and Legislation', 'United States Politics and Government', 'Budgets and Budgeting']"
"Syria Deaths Hit New High in 2014, Observer Group Says",2015-01-01,article,News,,"['Middle East and North Africa Unrest (2010- )', 'Deaths (Fatalities)']"
Daily Clip Report,2015-01-02,article,News,,[]
T’s Top 10 Travel Stories of 2014,2015-01-01,article,News,,[]
Turning the Garden Into a House Party,2015-01-01,article,Review,,"['Music', 'New Year']"
Mario Cuomo: The Liberal Idealist,2015-01-03,article,Letter,,['United States Politics and Government']
Style-Minded Oregon Shows Its Substance ,2015-01-02,article,News,,"['Football (College)', 'Rose Bowl (Football Game)']"
On the Market in the New York Region,2015-01-02,article,News,,['Real Estate and Housing (Residential)']
Eve of Destruction,2015-01-02,article,Review,,['Books and Literature']
A Historical Drama Shows Too Much Cleavage for China’s Censors,2015-01-02,article,News,,"['Censorship', 'Television']"
Inside the List,2015-01-02,article,News,,['Books and Literature']
How My Mom Got Hacked ,2015-01-02,article,Op-Ed,,"['Cyberattacks and Hackers', 'Computer Security', 'Bitcoin (Currency)', 'E-Commerce']"
China-Japan Dispute Over Islands Spreads to Cyberspace,2015-01-01,article,News,,[]
New C.D.C. Job Overseeing Laboratory Safety ,2015-01-01,article,Brief,,"['Ebola Virus', 'Laboratories and Scientific Equipment', 'Accidents and Safety']"
The Age of Bibi,2015-01-02,article,Op-Ed,,['Politics and Government']
"Stopping Goals, and Opening Up",2015-01-01,article,Review,,"['Books and Literature', 'Soccer']"
American Cinema Editors Release Their Nominees,2015-01-02,article,News,,['Movies']
"No Turned Backs at Officer Liu’s Funeral, Bratton Asks",2015-01-03,article,News,,"['Funerals and Memorials', 'Attacks on Police', 'Murders, Attempted Murders and Homicides']"
European Central Bank Hints of Stimulus as Euro Falls Against Dollar,2015-01-02,article,News,,"['Quantitative Easing', 'Euro (Currency)']"
Frank Lampard Lifts Manchester City as Fans in New York Fume,2015-01-01,article,News,,['Soccer']
Heavyweight Response to Local Fracking Bans,2015-01-03,article,News,,"['Hydraulic Fracturing', 'Natural Gas', 'Local Government', 'Regulation and Deregulation of Industry', 'Suits and Litigation (Civil)']"
"A Ghost With a Grudge (Watch Out, Kids!)",2015-01-01,article,Review,,['Movies']
"Events on Long Island for Jan. 4-10, 2015",2015-01-02,article,Schedule,,['Culture (Arts)']
"The Olden Days, With Nymphs and Trolls",2015-01-02,article,News,,['Dancing']
"Government Spending, Edging Up, Is a Stimulus ",2015-01-01,article,News,,"['States (US)', 'Local Government', 'United States Economy', 'Infrastructure (Public Works)', 'Recession and Depression']"
"In Sweden, the Land of the Open Door, Anti-Muslim Sentiment Finds a Foothold ",2015-01-03,article,News,,"['Fires and Firefighters', 'ARSON', 'Mosques', 'Muslims and Islam', 'Immigration and Emigration', 'Hate Crimes', 'Discrimination']"
"Corky Pollan: Supershopper, and Now, Cookbook Author",2015-01-02,article,News,,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Cooking and Cookbooks']"
Spare Times for Jan. 2-8,2015-01-01,article,Schedule,,"['Culture (Arts)', 'Books and Literature', 'Writing and Writers']"
A Cold Month Is No Longer Dark,2015-01-01,article,News,,"['Theater', 'Innovation', 'Under the Radar Festival', 'Coil Festival', 'American Realness Festival']"
"Events in Connecticut for Jan. 4-10, 2015",2015-01-02,article,Schedule,,['Culture (Arts)']
The Strip,2015-01-03,article,Op-Ed,,"['News and News Media', 'New Year', 'Comic Books and Strips']"
A First at the Garden Earns an Encore ,2015-01-02,article,News,,"['Basketball (College)', 'Women and Girls']"
Mike Nichols Told Him Not to Do It ,2015-01-02,article,News,,['Movies']
Average,2015-01-01,article,News,,"['Crossword Puzzles', 'Golf']"
Roaring Down an Unlikely Path to Romance,2015-01-02,article,News,,"['Vows (Times Column)', 'Weddings and Engagements']"
"Unruly Factions Hurt Taliban’s Bid to Capture Afghan Hearts, and Territory",2015-01-02,article,News,,['Kidnapping and Hostages']
Your Friday Briefing,2015-01-02,article,News,,[]
Dozens Are Killed in Stampede in Shanghai,2015-01-01,article,News,,"['Stampedes', 'New Year', 'Deaths (Fatalities)']"
"Upshot Highlights, 2014",2015-01-01,article,News,,"['Fruit', 'United States Politics and Government', 'World Cup 2014 (Soccer)']"
"A Year of Columns, a Memorable Trove of Characters",2015-01-01,article,News,,"['Two Thousand Fourteen', 'Homosexuality and Bisexuality']"
Argentina Agrees to Extradite American Who Sought Asylum ,2015-01-02,article,News,,"['Murders, Attempted Murders and Homicides', 'Extradition', 'September 11 (2001)']"
"In Moments, New Year’s Revelry Became Fatal Crush in Shanghai",2015-01-01,article,News,,"['Stampedes', 'New Year', 'Deaths (Fatalities)']"
Doug Marrone Quits Bills and Is Said to Draw Jets’ Interest,2015-01-01,article,News,,['Football']
Qaeda Suspect Facing Trial in New York Over Africa Embassy Bombings Dies,2015-01-03,article,News,,['Terrorism']
Online Privacy: Who Writes the Rules?,2015-01-01,article,Letter,,"['Privacy', 'Law and Legislation', 'Computers and the Internet']"
Maintaining Rent-Stabilized Status ,2015-01-03,article,Question,,"['Real Estate and Housing (Residential)', 'Rent Control and Stabilization', 'Cooperatives', 'Home Appliances']"
"Where There’s a Drink, There’s a Whey",2015-01-02,article,News,,[]
Oil Price Slump May Spur European Oil and Gas Deal-Making,2015-01-02,article,News,,"['Mergers, Acquisitions and Divestitures', 'Oil (Petroleum) and Gasoline']"
Pride in Success of Saban Resounds Across Alabama ,2015-01-01,article,News,,"['Sugar Bowl', 'Football (College)']"
Departing Members Urge Congress to Govern,2015-01-02,article,News,,[]
North Korean Leader Says He’s Open to Summit With South,2015-01-01,article,News,,['International Relations']
When Prisoners Are Patients,2015-01-03,article,News,,"['Nursing and Nurses', 'Prisons and Prisoners']"
Turkish Police Thwart Attack on Prime Minister’s Office in Istanbul,2015-01-01,article,News,,"['Terrorism', 'Bombs and Explosives']"
A Contentious Source of Income Is Set to Dry Up ,2015-01-02,article,News,,['Soccer']
"After Several False Starts, Finding a Career Path",2015-01-01,article,News,,['Philosophy']
Quotation of the Day,2015-01-01,article,Quote,,[]
