headline,date,doc_type,material_type,section,keywords
Nepal’s Fast Urbanization and Lax Enforcement Add to Quake’s Toll,2015-05-01,article,News,,"['Earthquakes', 'Building (Construction)', 'Corruption (Institutional)', 'Bribery and Kickbacks', 'Buildings (Structures)']"
UKIP Has Changed Britain’s Conversation. Now It Needs a Big Win.,2015-05-01,article,News,,"['Immigration and Emigration', 'Elections', 'Legislatures and Parliaments']"
"Maya Plisetskaya, Ballerina Who Embodied Bolshoi, Dies at 89",2015-05-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Dancing']"
A Mansion Where an Astor Lived,2015-05-01,article,News,,"['Real Estate and Housing (Residential)', 'Historic Buildings and Sites']"
Baltimore Prosecutor Faces National History of Police Acquittals,2015-05-02,article,News,,"['Police Brutality, Misconduct and Shootings', 'Murders, Attempted Murders and Homicides']"
A Path to Citizenship for Immigrants,2015-05-02,article,Letter,,"['Illegal Immigration', 'Immigration and Emigration', 'Deportation']"
A Shared Act and a Common Purpose,2015-05-01,article,News,,['Weddings and Engagements']
"American Beauty, Wherever It’s From",2015-05-01,article,Editorial,,"['Editorials', 'Art', 'Museums']"
That Lovin’ Feeling,2015-05-01,article,News,,"['ANGER (EMOTION)', 'Children and Childhood', 'Love (Emotion)']"
A Bill’s Surveillance Limits,2015-05-02,article,News,,"['Surveillance of Citizens by Government', 'Law and Legislation']"
Mark Ronson’s Hit ‘Uptown Funk’ Adds Five Writers,2015-05-01,article,News,,['Music']
Hawks Eliminate Nets in Game 6,2015-05-02,article,News,,['Basketball']
"Sorry, Etsy. That Handmade Scarf Won’t Save the World.",2015-05-01,article,Op-Ed,,"['Handicrafts', 'Labor and Jobs']"
"After Protest Over Award, Neil Gaiman and Art Spiegelman Agree to Be Table Hosts at PEN Gala",2015-05-03,article,News,,[]
Review: Rolling Out the Welcome Mat at Mishmish Restaurant in Montclair,2015-05-02,article,Review,,['Restaurants']
What Happened When I Joked About the President of Ecuador,2015-05-01,article,News,,"['Freedom of Speech and Expression', 'Social Media', 'Computers and the Internet', 'Immigration and Emigration']"
What’s On Sunday,2015-05-03,article,Schedule,,[]
Medicare Releases Detailed Data on Prescription Drug Spending,2015-05-01,article,News,,"['Medicare', 'Drugs (Pharmaceuticals)', 'Health Insurance and Managed Care']"
"Even at the Top, Making Plans for Life’s ‘Third Chapter’",2015-05-01,article,News,,"['Retirement', 'Executives and Management (Theory)', 'Work-Life Balance', 'Labor and Jobs']"
U.S. Said to Give Warren Weinstein’s Family Ransom Advice,2015-05-01,article,News,,"['Kidnapping and Hostages', 'Drones (Pilotless Planes)', 'Terrorism']"
"Eat, Drink and Be Merry, Like the French?",2015-05-02,article,Letter,,"['Food', 'Diet and Nutrition', 'Social Conditions and Trends', 'Celiac Disease', 'Gluten', 'ALLERGIES']"
Lovely Maria Wins Kentucky Oaks,2015-05-02,article,Brief,,"['Horse Racing', 'Kentucky Oaks Horse Race']"
"Brooke Mifflin, Ralph Gaiss",2015-05-03,article,News,,['Weddings and Engagements']
Daniel Loeb Takes Stake in Yum Brands,2015-05-01,article,News,,"['Fast Food Industry', 'Mergers, Acquisitions and Divestitures']"
"Erin Romeo, Andrew Sickinger",2015-05-03,article,News,,['Weddings and Engagements']
"Brian Shimansky, Model and Woodworker",2015-05-01,article,News,,"['Models (Professional)', 'Fashion and Apparel', 'Photography', 'Wood and Wood Products']"
Earnings From Tesla; Volkswagen’s Annual Meeting,2015-05-03,article,News,,"['Company Reports', 'Economic Conditions and Trends', 'United States Economy', 'European Sovereign Debt Crisis (2010- )']"
The Pressures on Today’s Students,2015-05-01,article,Letter,,"['Colleges and Universities', 'Education (K-12)', 'Youth', 'Suicides and Suicide Attempts']"
A Vision for Baltimore,2015-05-01,article,Letter,,"['Demonstrations, Protests and Riots']"
Readers Respond On Unrest in Baltimore,2015-05-01,article,News,,"['Deaths (Fatalities)', 'Discrimination', 'Police Brutality, Misconduct and Shootings', 'Race and Ethnicity']"
An Artisan Marketplace Celebrating the Spirit and Style of Topanga Canyon,2015-05-01,article,News,,['Music']
"With Campaign Spending Limited, British Politicians Vie to Be ‘Liked’ and ‘Retweeted’",2015-05-02,article,News,,"['Social Media', 'Political Advertising', 'Campaign Finance', 'Elections']"
Responding to Suffering by Counting the Omer,2015-05-01,article,News,,"['Jews and Judaism', 'Religion and Belief', 'Rabbis']"
"Highfliers, Sitting Still",2015-05-02,article,News,,"['Photography', 'Skateboarding']"
"Review: ‘Natural Resistance,’ a Documentary on the Italian Wine Industry",2015-05-01,article,Review,,"['Movies', 'Documentary Films and Programs', 'Wines']"
Naming a New York Building,2015-05-01,article,News,,"['Names, Organizational', 'Real Estate and Housing (Residential)']"
Chuck Close and Cindy Sherman Donate Works for Met Opera Benefit,2015-05-01,article,News,,"['Art', 'Opera']"
Tony Oursler Maps the Interior Life of the Face,2015-05-02,article,News,,['Art']
Amber Stokes and Eric Vitale,2015-05-03,article,News,,['Weddings and Engagements']
Review: The GHE20G0TH1K Party Says It Is Flicking On the Lights,2015-05-03,article,Review,,"['Music', 'Parties (Social)']"
Bernanke and the Inflationistas,2015-05-01,article,News,,[]
"Nonprofit’s Chief During Its Fall Seeks $1.2 Million Payday, and Outrage Ensues",2015-05-03,article,News,,['Bankruptcies']
The Nature of Poverty,2015-05-01,article,Op-Ed,,"['Poverty', 'Urban Areas', 'Social Conditions and Trends']"
This Summer’s Action Heroes Are Several Shades of Gray,2015-05-01,article,News,,"['Movies', 'Age, Chronological']"
Prices for Private Residence Clubs Slow to Recover,2015-05-01,article,News,,"['Real Estate and Housing (Residential)', 'High Net Worth Individuals', 'Travel and Vacations', 'Personal Finances', 'Prices (Fares, Fees and Rates)']"
"Giants Draft Ereck Flowers, Not the Offensive Lineman They Wanted",2015-05-01,article,News,,"['Football', 'Draft and Recruitment (Sports)']"
"William Pfaff, Critic of American Foreign Policy, Dies at 86",2015-05-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'United States International Relations', 'Writing and Writers']"
1915: Zeppelins Grow Like Falstaff’s Men in Buckram,2015-05-01,article,News,,"['Military Aircraft', 'World War I (1914-18)']"
‘Jurassic World’ Does Its Own Dinosaur Modifications,2015-05-01,article,News,,"['Movies', 'Dinosaurs']"
"In a Blended Family, ‘Your Dad’ Becomes ‘Dad’",2015-05-03,article,News,,"['Divorce, Separations and Annulments', 'Parenting']"
The End of California?,2015-05-01,article,Op-Ed,,"['Drought', 'Water', 'Shortages', 'Conservation of Resources', 'Agriculture and Farming']"
Paperback Row,2015-05-01,article,List,,['Books and Literature']
Mark Petersen,2015-05-02,article,Op-Ed,,['Earthquakes']
Brooklyn Tenants Receive a Judgment in a Heating Dispute,2015-05-02,article,News,,"['Real Estate and Housing (Residential)', 'Landlords', 'Heating']"
Ignacio Mattos Shares a Few of His Favorite Things,2015-05-01,article,News,,"['Cooking and Cookbooks', 'Restaurants']"
A Woman-Led Law Firm That Lets Partners Be Parents,2015-05-01,article,News,,"['Women and Girls', 'Parenting', 'Work-Life Balance', 'Legal Profession']"
Everyday Life in Katmandu,2015-05-03,article,News,,[]
"Lounge Performer, Nearing 100, Has 88 Keys to the Good Life",2015-05-02,article,News,,"['Music', 'Pianos', 'Longevity']"
"Jamie Aderski,  Brian Ray",2015-05-03,article,News,,['Weddings and Engagements']
Editors’ Choice,2015-05-01,article,News,,['Books and Literature']
Foreign Diplomats Try to Track Down the Missing in Nepal,2015-05-01,article,News,,"['Earthquakes', 'Diplomatic Service, Embassies and Consulates', 'Missing Persons', 'Rescues', 'Deaths (Fatalities)']"
Pension Funds Can Only Guess at Private Equity’s Cost,2015-05-01,article,News,,"['Pensions and Retirement Plans', 'Private Equity']"
Money for the National Institutes of Health,2015-05-02,article,Letter,,"['United States Politics and Government', 'Federal Budget (US)']"
"Nelly Ward,  Frederick Merkel III",2015-05-03,article,News,,['Weddings and Engagements']
Indian Soldiers Killed in Militant Ambush in Nagaland,2015-05-03,article,News,,"['Terrorism', 'Murders, Attempted Murders and Homicides']"
Christie’s Camp Mobilizes to Salvage White House Hopes,2015-05-02,article,News,,['Presidential Election of 2016']
"Giants’ Top Pick, Ereck Flowers, Brings One-Man Support Team: His Father",2015-05-02,article,News,,['Football']
Yankees Say They Aren’t Obliged to Pay Alex Rodriguez $6 Million Bonus,2015-05-02,article,News,,"['Baseball', 'Records and Achievements']"
English Ensembles Crown a Festival of Early Music,2015-05-03,article,News,,"['Opera', 'Music']"
Stuff We Liked,2015-05-01,article,News,,"['Shoes and Boots', 'Alcohol Abuse', 'Colleges and Universities', 'Income']"
"Mixed Verdicts in Second Trial of Aleynikov, Ex-Goldman Sachs Programmer",2015-05-01,article,News,,['High-Frequency and Flash Trading']
Suspect Is Identified and Arrested in a Manhattan Rape From 1995 After a DNA Match,2015-05-02,article,News,,"['Sex Crimes', 'DNA (Deoxyribonucleic Acid)', 'Forensic Science']"
A Father in Texas Takes On Sexual Assault in Sports,2015-05-01,article,News,,"['Domestic Violence', 'Athletics and Sports', 'Football', 'Sex Crimes']"
‘Outlander’ Recap: Time to Kill,2015-05-03,article,News,,['Television']
Review: ‘9-Man’ Is More Than a Game for Chinese-Americans,2015-05-03,article,News,,"['Television', 'Chinese-Americans']"
Floyd Mayweather Jr. Defeats Manny Pacquiao in Boxing’s Big Matchup,2015-05-03,article,News,,['Boxing']
El Kabeir Scratched From Kentucky Derby,2015-05-01,article,News,,"['Horse Racing', 'Kentucky Derby', 'Jockeys, Drivers and Trainers']"
‘Cook Your Butt Off!’ With Rocco DiSpirito,2015-05-01,article,News,,"['Cooking and Cookbooks', 'Cookware', 'Diet and Nutrition', 'Recipes']"
South Korean N.Y.U. Student Is Reported Arrested in North Korea,2015-05-02,article,News,,['Colleges and Universities']
"As Floyd Mayweather Jr. Steps Into Ring, He Turns It Into a Catwalk",2015-05-01,article,News,,['Fashion and Apparel']
"Jozef Paczynski, Inmate Barber to Auschwitz Commandant, Dies at 95",2015-05-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Holocaust and the Nazi Era', 'Concentration Camps', 'World War II (1939-45)']"
Book Review Podcast: ‘The Life of Saul Bellow’,2015-05-01,article,News,,['Books and Literature']
"At the N.F.L. Draft, Fashion Takes the Field",2015-05-01,article,News,,"['Football', 'Fashion and Apparel', 'Draft and Recruitment (Sports)']"
Goat Cheese Strata Gets an Update,2015-05-01,article,News,,"['Cooking and Cookbooks', 'Eggs', 'Pudding', 'Cheese']"
The Prado and a New Royal Museum Duel Over Paintings,2015-05-01,article,News,,"['Art', 'Museums']"
"Bethany Kell,  James Chappel",2015-05-03,article,News,,['Weddings and Engagements']
Commonly Used Chemicals Come Under New Scrutiny,2015-05-01,article,News,,"['Chemicals', 'Hazardous and Toxic Substances', 'Cancer', 'Research']"
"‘The Thunder of Giants,’ by Joel Fishbane",2015-05-01,article,Review,,['Books and Literature']
"Rules Change on I.R.S. Seizures, Too Late for Some",2015-05-01,article,News,,"['Small Business', 'Search and Seizure', 'Law and Legislation']"
"Bernie Sanders, Admirer of Scandinavia, Stands Firm on His Ideas",2015-05-03,article,News,,['Presidential Election of 2016']
Staying Fit (and Unplugged) With Tai Chi,2015-05-01,article,News,,"['Exercise', 'Tai Chi', 'Mobile Applications', 'Smartphones']"
Swarthmore Declines to Drop Investments in Fossil Fuels,2015-05-02,article,News,,"['Colleges and Universities', 'Global Warming', 'Endowments', 'Environment', 'Greenhouse Gas Emissions']"
Lloyds Banking Group Profit Slides 19% on TSB Sale,2015-05-01,article,News,,"['Company Reports', 'European Sovereign Debt Crisis (2010- )']"
Jameis Winston Is No. 1 in N.F.L. Draft as Talent Trumps Worry,2015-05-01,article,News,,"['Football', 'Draft and Recruitment (Sports)', 'Sex Crimes', 'Football (College)']"
‘La Sylphide’ Is Taking Flight at New York City Ballet,2015-05-01,article,News,,['Dancing']
"‘I, Too, Am America’ Shares Snapshots From Workers Living on the Edge",2015-05-01,article,News,,"['Photography', 'Fast Food Industry', 'Minimum Wage', 'Poverty', 'Art']"
"‘The Eternal Road’ by Kurt Weill, Revisited at Carnegie Hall",2015-05-02,article,News,,['Classical Music']
2 Indicted in George Washington Bridge Case; Ally of Christie Pleads Guilty,2015-05-01,article,News,,['Presidential Election of 2016']
A Collected Home for Inger McCabe Elliott,2015-05-01,article,News,,"['Interior Design and Furnishings', 'Design']"
Non-Starters,2015-05-02,article,News,,['Crossword Puzzles']
Indiana Governor to Approve Needle Exchanges to Fight H.I.V.,2015-05-01,article,News,,"['Hypodermic Needles and Syringes', 'Medicine and Health', 'ACQUIRED IMMUNE DEFICIENCY SYNDROME']"
"After 660, There Are Bigger Numbers in Sight",2015-05-02,article,News,,"['Doping (Sports)', 'Baseball']"
The Jets’ New Man Seems to Have a Plan,2015-05-02,article,News,,['Football']
"Kate, Duchess of Cambridge, Gives Birth to Baby Girl",2015-05-02,article,News,,['Royal Family']
"Rolf Smedvig, Trumpeter in the Empire Brass, Dies at 62",2015-05-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Music', 'Classical Music', 'Trumpets']"
The Psychologists and the Torturers,2015-05-01,article,Letter,,"['Human Rights and Human Rights Violations', 'Torture', 'Psychology and Psychologists']"
The Director Paul Feig Prepares ‘Spy’ With Melissa McCarthy,2015-05-01,article,News,,['Movies']
Live From the Morgue: Reporter’s Notebook,2015-05-02,article,News,,"['News Sources, Confidential Status of', 'Police Brutality, Misconduct and Shootings']"
What’s on TV Friday,2015-05-01,article,News,,['Television']
"Long Before British Vote, Financiers Weigh In",2015-05-03,article,News,,"['Campaign Finance', 'Hedge Funds', 'Elections']"
Hundreds Protest in Manhattan Against Police Brutality and Income Inequality,2015-05-01,article,News,,"['Demonstrations, Protests and Riots', 'Police Brutality, Misconduct and Shootings', 'Income Inequality', 'May Day']"
"Lauren Miller, Alexander Brekke",2015-05-03,article,News,,['Weddings and Engagements']
Southern California’s Best-Kept Art Secret,2015-05-01,article,News,,['Art']
Wasting Less of Africa’s Harvest in Order to Prosper,2015-05-01,article,News,,"['Food', 'Grain', 'Third World and Developing Countries', 'Vegetables']"
"Many Songs, No Snooze for the Northern Mockingbird",2015-05-02,article,News,,"['Birds', 'Environment', 'Spring (Season)']"
Variety: A Hazy Acrostic,2015-05-02,article,News,,"['Acrostic Puzzles', 'Crossword Puzzles']"
"Corrections: May 1, 2015",2015-05-01,article,News,,[]
"Marilyn Mosby, Prosecutor in Freddie Gray Case, Takes a Stand and Calms a Troubled City",2015-05-01,article,News,,"['Murders, Attempted Murders and Homicides', 'Police Brutality, Misconduct and Shootings']"
Mets Done In by Mistakes in the Field and on the Bases,2015-05-03,article,News,,['Baseball']
New Owner for The Moscow Times and Vedomosti,2015-05-01,article,News,,"['Newspapers', 'Mergers, Acquisitions and Divestitures']"
Emphasis in N.F.L. Draft Is on Passing Game and Defending It,2015-05-02,article,News,,"['Football', 'Draft and Recruitment (Sports)']"
"In Skunk Cabbage Growth, Watching Spring Spring",2015-05-03,article,News,,"['Flowers and Plants', 'Seasons and Months']"
Word of the Day | redundant,2015-05-01,article,News,,[]
Al Qaeda Branch Claims Responsibility for Bangladeshi Blogger’s Killing,2015-05-03,article,News,,"['Murders, Attempted Murders and Homicides', 'Terrorism']"
The Enduring Hunt for Personal Value,2015-05-01,article,News,,"['Workplace Environment', 'Work-Life Balance']"
"Jeffery Deaver’s ‘Solitude Creek,’ and More",2015-05-01,article,Review,,['Books and Literature']
"The Rotation, an Unexpected Strength, Lifts the Yankees Over the Red Sox ",2015-05-02,article,News,,['Baseball']
"Donna Kesselman,  John Raggio",2015-05-03,article,News,,['Weddings and Engagements']
The Amazing New Thing,2015-05-01,article,News,,['Consumer Behavior']
The Distinct Californication of Paris Photo L.A.,2015-05-01,article,News,,['Art']
"‘Manchu Princess, Japanese Spy,’ by Phyllis Birnbaum",2015-05-01,article,Review,,['Books and Literature']
Concerns About Dr. Oz: A Clash at Columbia,2015-05-01,article,Letter,,[]
Pedro Martinez Tells His Story ,2015-05-02,article,News,,"['Baseball', 'Books and Literature', 'Trades (Sports)']"
Japanese American Museum Acquires Internee Artifacts,2015-05-03,article,News,,"['Japanese-Americans', 'World War II (1939-45)', 'Auctions', 'Art', 'Museums', 'Social Media']"
"Friday Night Music: Lone Bellow, Angel from Montgomery",2015-05-02,article,News,,[]
"Mario Calmi, a Teaching Golf Pro, Makes Time to Fish and Eat Well",2015-05-02,article,News,,"['Golf', 'Teachers and School Employees']"
1915: Germans Use Poisonous Gases on British Troops,2015-05-03,article,News,,"['Biological and Chemical Warfare', 'World War I (1914-18)']"
Midtown Condo With Views for $30.68 Million,2015-05-01,article,News,,['Real Estate and Housing (Residential)']
Rachel Nichols and Michelle Beadle Say They Were Barred From Mayweather Jr.-Pacquiao Fight,2015-05-02,article,News,,"['News and News Media', 'Boxing', 'Television']"
‘Improvisations’ Concert Series Unites Subversive Musicians,2015-05-02,article,News,,"['Music', 'Art', 'Jazz']"
A Secret Warrior Leaves the Pentagon as Quietly as He Entered,2015-05-02,article,Biography,,"['Retirement', 'Terrorism', 'United States Defense and Military Forces']"
Stroke of Fate ,2015-05-02,article,Op-Ed,,"['Stroke', 'Brain', 'Emergency Medical Treatment']"
